order_id,payment_sequential,payment_type,payment_installments,payment_value
ORD_00417,1,debit_card,1,1800662.3
ORD_00418,1,debit_card,4,1513517.13
ORD_00419,1,voucher,3,3253890.62
ORD_00420,1,credit_card,1,1884383.32
ORD_00421,1,voucher,4,3153036.1
ORD_00422,1,credit_card,1,1776592.36
ORD_00423,1,credit_card,3,3650156.36
ORD_00424,1,boleto,5,1092565.34
ORD_00425,1,voucher,2,2041529.61
ORD_00426,1,credit_card,1,2333028.19
ORD_00427,1,credit_card,4,2635789.66
ORD_00428,1,credit_card,2,1995695.31
ORD_00429,1,credit_card,2,2101071.67
ORD_00430,1,boleto,1,5627902.23
ORD_00431,1,boleto,4,3730419.05
ORD_00432,1,credit_card,1,3429177.72
ORD_00433,1,credit_card,6,1795006.84
ORD_00434,1,credit_card,2,1769917.63
ORD_00435,1,credit_card,6,2315648.09
ORD_00436,1,credit_card,5,1981884.68
ORD_00437,1,debit_card,2,1440397.64
ORD_00438,1,boleto,3,1166646.38
ORD_00439,1,credit_card,1,4389129.38
ORD_00440,1,credit_card,3,3804862.34
ORD_00441,1,credit_card,1,2600917.04
ORD_00442,1,debit_card,4,1920398.0
ORD_00443,1,credit_card,1,6541880.57
ORD_00444,1,credit_card,1,1894616.56
ORD_00445,1,credit_card,5,1112965.38
ORD_00446,1,credit_card,2,3114052.7
ORD_00447,1,credit_card,1,3257287.47
ORD_00448,1,debit_card,3,4212854.73
ORD_00449,1,credit_card,1,1577459.46
ORD_00450,1,credit_card,4,4161809.28
ORD_00451,1,credit_card,1,4348834.74
ORD_00452,1,credit_card,5,2962804.26
ORD_00453,1,credit_card,1,1358458.68
ORD_00454,1,credit_card,5,3474736.26
ORD_00455,1,credit_card,1,2748807.82
ORD_00456,1,voucher,1,2200841.24
ORD_00457,1,voucher,3,2938265.2
ORD_00458,1,boleto,1,1624894.11
ORD_00459,1,voucher,2,2851564.16
ORD_00460,1,credit_card,2,2430898.38
ORD_00461,1,credit_card,5,3747585.84
ORD_00462,1,credit_card,2,2210889.33
ORD_00463,1,boleto,6,1624190.66
ORD_00464,1,boleto,1,1405185.47
ORD_00465,1,boleto,1,1968323.78
ORD_00466,1,credit_card,1,5461266.22
ORD_00467,1,credit_card,1,2426174.35
ORD_00468,1,credit_card,5,4192287.31
ORD_00469,1,voucher,1,3406075.49
ORD_00470,1,voucher,1,2970390.86
ORD_00471,1,credit_card,3,1753808.66
ORD_00472,1,credit_card,3,1304839.73
ORD_00473,1,boleto,1,2123136.29
ORD_00474,1,credit_card,1,1998166.34
ORD_00475,1,boleto,3,1280441.76
ORD_00476,1,voucher,2,3197873.19
ORD_00477,1,boleto,2,2312750.94
ORD_00478,1,credit_card,3,1859301.35
ORD_00479,1,credit_card,5,3231788.38
ORD_00480,1,boleto,4,3220670.6
ORD_00481,1,voucher,5,2931914.0
ORD_00482,1,credit_card,1,2594761.24
ORD_00483,1,boleto,1,705605.99
ORD_00484,1,credit_card,2,2156429.37
ORD_00485,1,boleto,1,1484650.74
ORD_00486,1,credit_card,1,1715846.78
ORD_00487,1,credit_card,2,1335602.66
ORD_00488,1,credit_card,1,2425128.48
ORD_00489,1,credit_card,6,3985020.2
ORD_00490,1,credit_card,3,5667550.0
ORD_00491,1,credit_card,2,2158288.72
ORD_00492,1,debit_card,4,1995486.85
ORD_00493,1,credit_card,1,2519436.1
ORD_00494,1,credit_card,6,1444844.2
ORD_00495,1,boleto,2,3649434.36
ORD_00496,1,boleto,1,2383497.1
ORD_00497,1,credit_card,3,2231867.72
ORD_00498,1,credit_card,5,3345526.9
ORD_00499,1,credit_card,6,1099546.62
ORD_00500,1,credit_card,1,2096356.08
ORD_00501,1,credit_card,1,2158143.43
ORD_00502,1,credit_card,1,1230744.28
ORD_00503,1,voucher,5,3189804.82
ORD_00504,1,boleto,3,2127398.14
ORD_00505,1,voucher,1,3199887.92
ORD_00506,1,credit_card,4,7600000.0
ORD_00507,1,credit_card,5,2718543.7
ORD_00508,1,boleto,2,2168442.06
ORD_00509,1,boleto,2,1319155.62
ORD_00510,1,credit_card,1,817697.75
ORD_00511,1,credit_card,1,2252659.03
ORD_00512,1,credit_card,5,2679141.87
ORD_00513,1,credit_card,4,3093445.29
ORD_00514,1,voucher,2,1233132.87
ORD_00515,1,boleto,1,2425596.6
ORD_00516,1,credit_card,1,2421441.81
ORD_00517,1,debit_card,1,4984850.45
ORD_00518,1,credit_card,2,5449194.16
ORD_00519,1,voucher,2,1509247.34
ORD_00520,1,credit_card,1,3076564.32
ORD_00521,1,credit_card,1,927459.05
ORD_00522,1,debit_card,1,2763759.94
ORD_00523,1,boleto,1,3205333.24
ORD_00524,1,credit_card,1,3081073.65
ORD_00525,1,boleto,1,1404661.3
ORD_00526,1,credit_card,1,1077922.54
ORD_00527,1,credit_card,2,3311228.6
ORD_00528,1,credit_card,3,1510152.37
ORD_00529,1,boleto,3,3678962.77
ORD_00530,1,voucher,2,1763294.23
ORD_00531,1,credit_card,2,3505899.9
ORD_00532,1,credit_card,1,783417.4
ORD_00533,1,credit_card,1,1830471.17
ORD_00534,1,credit_card,1,1244915.16
ORD_00535,1,credit_card,4,1857921.73
ORD_00536,1,credit_card,6,1879589.56
ORD_00537,1,credit_card,1,1896620.29
ORD_00538,1,credit_card,5,2826528.18
ORD_00539,1,credit_card,1,2499806.66
ORD_00540,1,credit_card,6,3193896.24
ORD_00541,1,debit_card,1,3363114.57
ORD_00542,1,credit_card,5,1502636.42
ORD_00543,1,credit_card,1,2581261.42
ORD_00544,1,voucher,4,433628.53
ORD_00545,1,credit_card,6,3558532.1
ORD_00546,1,boleto,1,2433520.06
ORD_00547,1,debit_card,1,3795318.84
ORD_00548,1,credit_card,1,2173138.24
ORD_00549,1,credit_card,1,4778320.11
ORD_00550,1,boleto,1,1061642.55
ORD_00551,1,boleto,1,2161641.71
ORD_00552,1,credit_card,1,1590551.23
ORD_00553,1,boleto,1,1846978.64
ORD_00554,1,boleto,1,1574110.56
ORD_00555,1,boleto,1,2850818.05
ORD_00556,1,credit_card,1,3465504.67
ORD_00557,1,boleto,2,3704420.71
ORD_00558,1,credit_card,1,1384108.75
ORD_00559,1,voucher,2,1482901.02
ORD_00560,1,credit_card,4,2565784.11
ORD_00561,1,credit_card,4,2235693.06
ORD_00562,1,credit_card,1,827360.43
ORD_00563,1,voucher,4,6321487.8
ORD_00564,1,credit_card,3,1734520.27
ORD_00565,1,credit_card,5,1778886.64
ORD_00566,1,credit_card,2,999670.81
ORD_00567,1,credit_card,3,3846089.2
ORD_00568,1,credit_card,6,5414831.52
ORD_00569,1,credit_card,1,3080952.06
ORD_00570,1,credit_card,1,2892648.61
ORD_00571,1,credit_card,1,2182771.11
ORD_00572,1,debit_card,2,1967380.49
ORD_00573,1,debit_card,1,4391268.76
ORD_00574,1,voucher,1,2184259.33
ORD_00575,1,credit_card,4,3321048.21
ORD_00576,1,boleto,1,1803878.52
ORD_00577,1,credit_card,6,2436136.82
ORD_00578,1,boleto,6,5844621.42
ORD_00579,1,boleto,2,1891863.07
ORD_00580,1,boleto,5,5762004.83
ORD_00581,1,voucher,1,1188456.82
ORD_00582,1,voucher,1,1448092.57
ORD_00583,1,credit_card,1,3994087.73
ORD_00584,1,credit_card,3,2592770.12
ORD_00585,1,credit_card,5,7182975.41
ORD_00586,1,credit_card,1,1943554.05
ORD_00587,1,voucher,1,1566518.2
ORD_00588,1,credit_card,2,3011710.78
ORD_00589,1,credit_card,5,3171281.26
ORD_00590,1,credit_card,3,1944480.4
ORD_00591,1,boleto,5,4964301.02
ORD_00592,1,boleto,1,2332796.43
ORD_00593,1,credit_card,2,3195396.89
ORD_00594,1,credit_card,1,2100671.95
ORD_00595,1,credit_card,2,4343657.42
ORD_00596,1,debit_card,3,2509976.21
ORD_00597,1,debit_card,1,2203785.35
ORD_00598,1,boleto,1,1924920.26
ORD_00599,1,voucher,1,5539783.53
ORD_00600,1,boleto,3,2917332.23
ORD_00601,1,credit_card,3,3105866.43
ORD_00602,1,credit_card,3,7600000.0
ORD_00603,1,credit_card,1,1590734.29
ORD_00604,1,credit_card,4,1967320.78
ORD_00605,1,boleto,5,2308742.04
ORD_00606,1,credit_card,2,1789797.53
ORD_00607,1,credit_card,6,2465348.9
ORD_00608,1,boleto,1,3782580.43
ORD_00609,1,voucher,1,1064077.04
ORD_00610,1,credit_card,1,1407874.66
ORD_00611,1,credit_card,4,2202210.44
ORD_00612,1,boleto,3,2778453.84
ORD_00613,1,credit_card,5,1649868.62
ORD_00614,1,boleto,2,1550553.71
ORD_00615,1,credit_card,1,761283.32
ORD_00616,1,credit_card,6,2909896.37
ORD_00617,1,boleto,3,2130591.85
ORD_00618,1,boleto,5,1836059.18
ORD_00619,1,boleto,3,1639719.61
ORD_00620,1,credit_card,2,2170860.66
ORD_00621,1,credit_card,4,1676031.35
ORD_00622,1,boleto,6,2131470.45
ORD_00623,1,boleto,3,2126536.25
ORD_00624,1,credit_card,1,1793968.04
ORD_00625,1,credit_card,1,4763930.75
ORD_00626,1,credit_card,1,1670838.51
ORD_00627,1,debit_card,1,2693542.86
ORD_00628,1,boleto,6,2139395.0
ORD_00629,1,credit_card,5,4850558.71
ORD_00630,1,credit_card,1,2286856.19
ORD_00631,1,boleto,5,959795.14
ORD_00632,1,voucher,2,3175376.67
ORD_00633,1,credit_card,5,2790518.02
ORD_00634,1,credit_card,1,2389352.64
ORD_00635,1,boleto,3,4045145.66
ORD_00636,1,credit_card,1,2410762.43
ORD_00637,1,credit_card,5,1523266.14
ORD_00638,1,credit_card,6,4774010.0
ORD_00639,1,credit_card,1,2683011.8
ORD_00640,1,boleto,4,3604124.24
ORD_00641,1,credit_card,3,1717328.79
ORD_00642,1,credit_card,6,1430868.18
ORD_00643,1,credit_card,1,1706416.33
ORD_00644,1,voucher,6,2026431.21
