order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
ORD_00049,3,PRD_00002,SEL_00095,2024-01-03 10:08:00,1043094.09,468517.87
ORD_00049,4,PRD_00001,SEL_00069,2024-01-03 10:08:00,1224296.28,638191.32
ORD_00050,1,PRD_00030,SEL_00016,2024-01-03 10:09:00,702782.21,453185.67
ORD_00050,2,PRD_00001,SEL_00042,2024-01-03 10:09:00,1862931.87,97495.92
ORD_00050,3,PRD_00027,SEL_00093,2024-01-03 10:09:00,1659357.56,761310.6
ORD_00051,1,PRD_00004,SEL_00095,2024-01-03 10:10:00,2594949.81,102898.57
ORD_00051,2,PRD_00011,SEL_00011,2024-01-03 10:10:00,2901562.25,76096.54
ORD_00051,3,PRD_00006,SEL_00011,2024-01-03 10:10:00,3285192.93,137084.69
ORD_00051,4,PRD_00009,SEL_00048,2024-01-03 10:10:00,3765835.55,329976.72
ORD_00052,1,PRD_00003,SEL_00054,2024-01-03 10:10:00,2193655.24,7699.87
ORD_00052,2,PRD_00004,SEL_00105,2024-01-03 10:10:00,4115850.33,45396.16
ORD_00052,3,PRD_00006,SEL_00062,2024-01-03 10:10:00,4082229.61,567127.19
ORD_00052,4,PRD_00001,SEL_00012,2024-01-03 10:10:00,4285993.92,89177.51
ORD_00053,1,PRD_00015,SEL_00042,2024-01-03 10:12:00,5122131.42,391819.79
ORD_00053,2,PRD_00001,SEL_00007,2024-01-03 10:12:00,2125649.39,469030.7
ORD_00054,1,PRD_00001,SEL_00046,2024-01-03 10:12:00,1642501.25,381389.86
ORD_00054,2,PRD_00003,SEL_00002,2024-01-03 10:12:00,2720067.1,343373.46
ORD_00055,1,PRD_00016,SEL_00104,2024-01-03 10:16:00,5777269.81,422983.39
ORD_00055,2,PRD_00030,SEL_00087,2024-01-03 10:16:00,2549032.99,826957.64
ORD_00055,3,PRD_00001,SEL_00029,2024-01-03 10:16:00,1013537.33,65460.97
ORD_00056,1,PRD_00002,SEL_00061,2024-01-03 10:20:00,1628612.41,643274.3
ORD_00056,2,PRD_00004,SEL_00076,2024-01-03 10:20:00,466164.06,421543.69
ORD_00057,1,PRD_00003,SEL_00012,2024-01-03 10:21:00,4087476.72,272112.36
ORD_00057,2,PRD_00006,SEL_00019,2024-01-03 10:21:00,1712633.63,866184.88
ORD_00057,3,PRD_00001,SEL_00056,2024-01-03 10:21:00,5161280.98,198109.58
ORD_00057,4,PRD_00005,SEL_00077,2024-01-03 10:21:00,3583640.1,868905.74
ORD_00058,1,PRD_00012,SEL_00024,2024-01-03 10:24:00,4728601.18,879724.55
ORD_00058,2,PRD_00011,SEL_00029,2024-01-03 10:24:00,1509668.61,81187.4
ORD_00058,3,PRD_00019,SEL_00030,2024-01-03 10:24:00,5031091.75,366214.04
ORD_00058,4,PRD_00044,SEL_00076,2024-01-03 10:24:00,4299504.44,115276.38
ORD_00059,1,PRD_00002,SEL_00105,2024-01-03 10:27:00,5406130.61,746190.94
ORD_00059,2,PRD_00016,SEL_00088,2024-01-03 10:27:00,5577940.01,378978.88
ORD_00060,1,PRD_00001,SEL_00097,2024-01-03 10:28:00,1503044.66,10282.38
ORD_00060,2,PRD_00004,SEL_00068,2024-01-03 10:28:00,4254650.64,426307.11
ORD_00060,3,PRD_00023,SEL_00008,2024-01-03 10:28:00,5757900.72,72546.29
ORD_00060,4,PRD_00043,SEL_00106,2024-01-03 10:28:00,2225449.49,407310.61
ORD_00061,1,PRD_00001,SEL_00115,2024-01-03 10:28:00,5291614.8,358181.74
ORD_00061,2,PRD_00017,SEL_00042,2024-01-03 10:28:00,4478119.09,354987.2
ORD_00062,1,PRD_00037,SEL_00071,2024-01-03 10:29:00,1145526.58,746317.27
ORD_00062,2,PRD_00009,SEL_00030,2024-01-03 10:29:00,5686028.73,67356.83
ORD_00062,3,PRD_00034,SEL_00102,2024-01-03 10:29:00,2875723.38,853788.24
ORD_00062,4,PRD_00001,SEL_00003,2024-01-03 10:29:00,3106237.34,213577.82
ORD_00063,1,PRD_00001,SEL_00067,2024-01-03 10:30:00,4184205.06,604813.15
ORD_00063,2,PRD_00013,SEL_00117,2024-01-03 10:30:00,5838515.38,691220.0
ORD_00064,1,PRD_00040,SEL_00023,2024-01-03 10:32:00,2564571.0,196333.84
ORD_00064,2,PRD_00005,SEL_00105,2024-01-03 10:32:00,1334168.35,899256.72
ORD_00065,1,PRD_00001,SEL_00071,2024-01-03 10:34:00,3721130.49,617797.27
ORD_00065,2,PRD_00004,SEL_00064,2024-01-03 10:34:00,4935160.48,291765.7
ORD_00066,1,PRD_00046,SEL_00119,2024-01-03 10:35:00,3200228.55,605720.71
ORD_00066,2,PRD_00002,SEL_00066,2024-01-03 10:35:00,4883927.66,307218.25
ORD_00067,1,PRD_00001,SEL_00117,2024-01-03 10:36:00,2570519.25,741609.19
ORD_00067,2,PRD_00002,SEL_00077,2024-01-03 10:36:00,2566119.81,587173.53
ORD_00067,3,PRD_00005,SEL_00078,2024-01-03 10:36:00,1919196.32,832275.33
ORD_00068,1,PRD_00049,SEL_00041,2024-01-03 10:38:00,2491755.67,135607.7
ORD_00068,2,PRD_00015,SEL_00018,2024-01-03 10:38:00,5542481.03,503044.17
ORD_00068,3,PRD_00005,SEL_00109,2024-01-03 10:38:00,1613979.6,840327.22
ORD_00068,4,PRD_00001,SEL_00075,2024-01-03 10:38:00,2694297.47,729924.09
ORD_00069,1,PRD_00002,SEL_00022,2024-01-03 10:39:00,4484683.0,328919.67
ORD_00069,2,PRD_00020,SEL_00006,2024-01-03 10:39:00,1084968.76,612615.1
ORD_00069,3,PRD_00010,SEL_00018,2024-01-03 10:39:00,585212.34,94742.67
ORD_00069,4,PRD_00027,SEL_00075,2024-01-03 10:39:00,1305579.31,122696.78
ORD_00070,1,PRD_00003,SEL_00041,2024-01-03 10:40:00,3172987.95,213133.32
ORD_00070,2,PRD_00013,SEL_00087,2024-01-03 10:40:00,3664691.61,135516.48
ORD_00071,1,PRD_00004,SEL_00072,2024-01-03 10:43:00,5175478.29,772775.58
ORD_00071,2,PRD_00001,SEL_00077,2024-01-03 10:43:00,1075945.9,534053.28
ORD_00072,1,PRD_00030,SEL_00035,2024-01-03 10:44:00,4217603.26,727036.93
ORD_00072,2,PRD_00007,SEL_00012,2024-01-03 10:44:00,2037608.78,701917.72
ORD_00072,3,PRD_00014,SEL_00029,2024-01-03 10:44:00,5651443.32,250190.6
ORD_00072,4,PRD_00001,SEL_00046,2024-01-03 10:44:00,700654.83,470713.45
ORD_00073,1,PRD_00044,SEL_00028,2024-01-03 10:48:00,1844996.55,505442.7
ORD_00073,2,PRD_00008,SEL_00117,2024-01-03 10:48:00,5630109.94,102345.22
ORD_00073,3,PRD_00013,SEL_00068,2024-01-03 10:48:00,5211388.38,711159.81
ORD_00074,1,PRD_00002,SEL_00086,2024-01-03 10:54:00,1290978.88,671893.26
ORD_00074,2,PRD_00007,SEL_00077,2024-01-03 10:54:00,408960.13,501863.28
ORD_00074,3,PRD_00039,SEL_00057,2024-01-03 10:54:00,1962002.75,179492.7
ORD_00074,4,PRD_00001,SEL_00107,2024-01-03 10:54:00,4347198.35,140737.24
ORD_00075,1,PRD_00030,SEL_00007,2024-01-03 10:55:00,2938641.29,97107.26
ORD_00075,2,PRD_00003,SEL_00119,2024-01-03 10:55:00,1488795.82,396273.63
ORD_00075,3,PRD_00001,SEL_00088,2024-01-03 10:55:00,5734038.66,264039.54
ORD_00076,1,PRD_00014,SEL_00056,2024-01-03 10:56:00,3400340.49,258399.43
ORD_00076,2,PRD_00002,SEL_00091,2024-01-03 10:56:00,925616.0,862159.81
ORD_00076,3,PRD_00001,SEL_00107,2024-01-03 10:56:00,1874524.2,375280.96
ORD_00077,1,PRD_00016,SEL_00039,2024-01-03 10:58:00,5580362.43,784029.98
ORD_00077,2,PRD_00001,SEL_00046,2024-01-03 10:58:00,4273356.4,405446.34
ORD_00077,3,PRD_00030,SEL_00107,2024-01-03 10:58:00,1356915.06,698122.55
ORD_00077,4,PRD_00006,SEL_00039,2024-01-03 10:58:00,2699559.13,341238.75
ORD_00078,1,PRD_00005,SEL_00054,2024-01-03 10:59:00,2809030.62,707650.34
ORD_00078,2,PRD_00020,SEL_00081,2024-01-03 10:59:00,1226846.66,531942.78
ORD_00079,1,PRD_00005,SEL_00068,2024-01-03 11:00:00,2730743.02,340760.26
ORD_00079,2,PRD_00002,SEL_00011,2024-01-03 11:00:00,349182.28,869846.31
ORD_00080,1,PRD_00030,SEL_00119,2024-01-03 11:01:00,3886032.73,498457.88
ORD_00080,2,PRD_00023,SEL_00041,2024-01-03 11:01:00,4987326.7,229078.37
ORD_00080,3,PRD_00026,SEL_00067,2024-01-03 11:01:00,1740904.16,311375.97
ORD_00081,1,PRD_00001,SEL_00112,2024-01-03 11:08:00,243210.05,232142.37
ORD_00081,2,PRD_00009,SEL_00088,2024-01-03 11:08:00,2577955.91,554665.87
ORD_00082,1,PRD_00003,SEL_00041,2024-01-03 11:13:00,693881.4,363917.68
ORD_00082,2,PRD_00030,SEL_00022,2024-01-03 11:13:00,2629605.17,442493.18
ORD_00082,3,PRD_00002,SEL_00028,2024-01-03 11:13:00,5525774.08,558779.5
ORD_00082,4,PRD_00023,SEL_00066,2024-01-03 11:13:00,3087401.76,814654.15
ORD_00083,1,PRD_00036,SEL_00106,2024-01-03 11:14:00,3216435.1,475290.78
ORD_00083,2,PRD_00009,SEL_00091,2024-01-03 11:14:00,571171.67,708240.82
ORD_00083,3,PRD_00007,SEL_00076,2024-01-03 11:14:00,531323.98,43516.59
ORD_00083,4,PRD_00011,SEL_00041,2024-01-03 11:14:00,4737626.16,464681.65
ORD_00084,1,PRD_00007,SEL_00093,2024-01-03 11:17:00,908824.16,893103.67
ORD_00084,2,PRD_00018,SEL_00116,2024-01-03 11:17:00,1170356.41,625480.9
ORD_00085,1,PRD_00023,SEL_00065,2024-01-03 11:20:00,2629254.39,880278.85
ORD_00085,2,PRD_00006,SEL_00077,2024-01-03 11:20:00,5283826.07,879749.98
ORD_00085,3,PRD_00003,SEL_00082,2024-01-03 11:20:00,453133.52,448933.31
ORD_00085,4,PRD_00009,SEL_00076,2024-01-03 11:20:00,2418402.55,851805.56
ORD_00086,1,PRD_00020,SEL_00076,2024-01-03 11:26:00,5205823.07,746364.32
ORD_00086,2,PRD_00012,SEL_00095,2024-01-03 11:26:00,2795779.2,848145.39
ORD_00087,1,PRD_00013,SEL_00004,2024-01-03 11:27:00,5963273.93,845017.12
ORD_00087,2,PRD_00003,SEL_00069,2024-01-03 11:27:00,3309722.31,331032.27
ORD_00088,1,PRD_00005,SEL_00018,2024-01-03 11:28:00,594909.29,186308.49
ORD_00088,2,PRD_00001,SEL_00061,2024-01-03 11:28:00,3626999.74,344447.66
ORD_00088,3,PRD_00016,SEL_00105,2024-01-03 11:28:00,5408825.92,225082.0
ORD_00088,4,PRD_00008,SEL_00062,2024-01-03 11:28:00,2126542.7,654942.29
ORD_00089,1,PRD_00013,SEL_00108,2024-01-03 11:33:00,5693661.29,566621.86
ORD_00089,2,PRD_00001,SEL_00023,2024-01-03 11:33:00,1120277.42,424566.54
ORD_00089,3,PRD_00022,SEL_00027,2024-01-03 11:33:00,4510182.62,408588.0
ORD_00089,4,PRD_00010,SEL_00083,2024-01-03 11:33:00,543491.49,473878.78
ORD_00090,1,PRD_00002,SEL_00072,2024-01-03 11:33:00,1121866.98,650921.81
ORD_00090,2,PRD_00020,SEL_00001,2024-01-03 11:33:00,4823697.54,504871.12
ORD_00091,1,PRD_00012,SEL_00032,2024-01-03 11:35:00,5817600.46,29706.34
ORD_00091,2,PRD_00008,SEL_00077,2024-01-03 11:35:00,3162703.06,271181.58
ORD_00092,1,PRD_00029,SEL_00062,2024-01-03 11:36:00,735578.62,55681.73
ORD_00092,2,PRD_00005,SEL_00075,2024-01-03 11:36:00,1884413.26,322673.09
ORD_00093,1,PRD_00013,SEL_00035,2024-01-03 11:38:00,1490426.55,536482.17
ORD_00093,2,PRD_00002,SEL_00108,2024-01-03 11:38:00,1853739.22,652621.53
ORD_00094,1,PRD_00016,SEL_00082,2024-01-03 11:39:00,5699228.02,305649.35
ORD_00094,2,PRD_00004,SEL_00057,2024-01-03 11:39:00,5578363.28,13113.28
ORD_00095,1,PRD_00012,SEL_00065,2024-01-03 11:46:00,1409700.73,360869.98
ORD_00095,2,PRD_00011,SEL_00095,2024-01-03 11:46:00,2616119.16,307642.4
ORD_00095,3,PRD_00010,SEL_00080,2024-01-03 11:46:00,5612111.95,232607.15
ORD_00096,1,PRD_00043,SEL_00057,2024-01-03 11:47:00,2379690.27,820031.97
ORD_00096,2,PRD_00011,SEL_00072,2024-01-03 11:47:00,5802563.23,673685.67
ORD_00097,1,PRD_00002,SEL_00047,2024-01-03 11:48:00,672452.32,195700.14
ORD_00097,2,PRD_00004,SEL_00001,2024-01-03 11:48:00,988424.61,193404.78
ORD_00097,3,PRD_00001,SEL_00006,2024-01-03 11:48:00,215516.41,518297.9
ORD_00098,1,PRD_00014,SEL_00106,2024-01-03 11:58:00,774851.69,79639.78
ORD_00098,2,PRD_00001,SEL_00016,2024-01-03 11:58:00,3870526.22,784595.22
ORD_00099,1,PRD_00021,SEL_00075,2024-01-03 11:59:00,856001.38,77192.44
ORD_00099,2,PRD_00001,SEL_00051,2024-01-03 11:59:00,4017489.91,328598.66
ORD_00099,3,PRD_00010,SEL_00047,2024-01-03 11:59:00,4605678.85,317716.77
ORD_00100,1,PRD_00001,SEL_00032,2024-01-03 12:00:00,1972001.99,47268.91
ORD_00100,2,PRD_00031,SEL_00043,2024-01-03 12:00:00,2810915.46,595725.85
ORD_00100,3,PRD_00023,SEL_00115,2024-01-03 12:00:00,4855640.3,408426.28
ORD_00101,1,PRD_00008,SEL_00068,2024-01-03 12:00:00,5015364.51,648435.91
ORD_00101,2,PRD_00014,SEL_00107,2024-01-03 12:00:00,4291126.78,299122.37
