review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
REV_00018,ORD_00018,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-02-02 16:50:22,2024-02-04 16:50:22
REV_00019,ORD_00019,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-01-30 06:00:30,2024-01-30 06:00:30
REV_00020,ORD_00020,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-07-14 11:51:18,2024-07-19 11:51:18
REV_00021,ORD_00021,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-02-25 02:35:13,2023-02-26 02:35:13
REV_00022,ORD_00022,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-07-26 18:09:35,2023-07-29 18:09:35
REV_00023,ORD_00023,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-06-30 16:35:44,2024-07-02 16:35:44
REV_00024,ORD_00024,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-01-27 18:00:39,2024-01-30 18:00:39
REV_00025,ORD_00025,1,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2024-05-15 11:31:32,2024-05-16 11:31:32
REV_00026,ORD_00026,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-09-03 08:29:04,2023-09-04 08:29:04
REV_00027,ORD_00027,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-07-31 20:01:26,2023-08-02 20:01:26
REV_00028,ORD_00028,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-05-22 03:06:47,2023-05-24 03:06:47
REV_00029,ORD_00029,2,Đánh giá tiêu cực,Sản phẩm không giống hình.,2023-11-09 04:51:11,2023-11-10 04:51:11
REV_00030,ORD_00030,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-09-10 16:15:42,2024-09-10 16:15:42
REV_00031,ORD_00031,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-08-08 05:08:58,2024-08-09 05:08:58
REV_00032,ORD_00032,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-11-19 05:08:25,2023-11-19 05:08:25
REV_00033,ORD_00033,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-08-18 13:35:52,2024-08-19 13:35:52
REV_00034,ORD_00034,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2024-06-01 17:17:16,2024-06-03 17:17:16
REV_00035,ORD_00035,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-10-21 21:13:54,2023-10-24 21:13:54
REV_00036,ORD_00036,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-05-13 19:31:01,2024-05-13 19:31:01
REV_00037,ORD_00037,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-04-28 07:58:05,2024-04-29 07:58:05
REV_00038,ORD_00038,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-04-02 21:35:36,2024-04-06 21:35:36
REV_00039,ORD_00039,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-08-26 06:29:53,2024-08-26 06:29:53
REV_00040,ORD_00040,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-01-20 02:49:35,2024-01-22 02:49:35
REV_00041,ORD_00041,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-03-24 21:09:56,2023-03-24 21:09:56
REV_00042,ORD_00042,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-12-26 20:25:43,2024-12-27 20:25:43
REV_00043,ORD_00043,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-04-10 18:23:06,2023-04-14 18:23:06
REV_00044,ORD_00044,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2023-05-26 17:12:27,2023-05-30 17:12:27
REV_00045,ORD_00045,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-03-08 17:46:59,2023-03-10 17:46:59
REV_00046,ORD_00046,2,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2023-03-19 04:14:11,2023-03-24 04:14:11
REV_00047,ORD_00047,2,Đánh giá tiêu cực,Sản phẩm không giống hình.,2023-05-27 19:36:47,2023-06-01 19:36:47
REV_00048,ORD_00048,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-04-13 13:52:49,2024-04-14 13:52:49
REV_00049,ORD_00049,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-06-07 12:52:49,2024-06-11 12:52:49
REV_00050,ORD_00050,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-05-13 21:25:31,2023-05-15 21:25:31
REV_00051,ORD_00051,2,Đánh giá tiêu cực,Sản phẩm không giống hình.,2024-01-07 09:13:37,2024-01-07 09:13:37
REV_00052,ORD_00052,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-12-02 08:31:34,2024-12-06 08:31:34
REV_00053,ORD_00053,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-11-04 07:12:34,2024-11-06 07:12:34
REV_00054,ORD_00054,1,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2023-12-14 10:40:19,2023-12-17 10:40:19
REV_00055,ORD_00055,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-01-28 03:12:09,2023-01-29 03:12:09
REV_00056,ORD_00056,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-08-27 07:04:56,2023-08-28 07:04:56
REV_00057,ORD_00057,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-12-22 00:17:41,2023-12-27 00:17:41
REV_00058,ORD_00058,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-08-28 08:23:32,2023-08-28 08:23:32
REV_00059,ORD_00059,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-09-11 16:33:52,2024-09-16 16:33:52
REV_00060,ORD_00060,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2023-11-07 12:01:34,2023-11-08 12:01:34
REV_00061,ORD_00061,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2023-07-22 08:58:49,2023-07-27 08:58:49
REV_00062,ORD_00062,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2024-02-26 00:53:04,2024-02-27 00:53:04
REV_00063,ORD_00063,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-12-02 18:57:41,2024-12-03 18:57:41
REV_00064,ORD_00064,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-10-11 21:07:38,2024-10-14 21:07:38
REV_00065,ORD_00065,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-10-29 17:12:45,2023-10-29 17:12:45
REV_00066,ORD_00066,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-06-18 20:58:10,2023-06-21 20:58:10
REV_00067,ORD_00067,1,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2024-07-26 02:30:09,2024-07-28 02:30:09
REV_00068,ORD_00068,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-05-08 11:55:43,2023-05-12 11:55:43
REV_00069,ORD_00069,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-04-17 18:18:17,2023-04-22 18:18:17
REV_00070,ORD_00070,1,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2023-07-08 06:32:22,2023-07-10 06:32:22
REV_00071,ORD_00071,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-01-22 03:30:19,2023-01-26 03:30:19
REV_00072,ORD_00072,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-09-15 08:39:40,2023-09-17 08:39:40
REV_00073,ORD_00073,2,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2023-05-17 05:51:02,2023-05-20 05:51:02
REV_00074,ORD_00074,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-02-03 14:58:51,2023-02-05 14:58:51
REV_00075,ORD_00075,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-03-28 22:03:35,2023-03-30 22:03:35
REV_00076,ORD_00076,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-07-17 07:23:48,2023-07-20 07:23:48
REV_00077,ORD_00077,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-08-03 11:04:22,2023-08-08 11:04:22
REV_00078,ORD_00078,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-06-25 12:51:07,2024-06-27 12:51:07
REV_00079,ORD_00079,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-11-04 07:03:29,2023-11-09 07:03:29
REV_00080,ORD_00080,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2024-05-19 12:49:59,2024-05-20 12:49:59
REV_00081,ORD_00081,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-09-06 18:22:40,2024-09-06 18:22:40
REV_00082,ORD_00082,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-06-13 15:33:19,2023-06-14 15:33:19
REV_00083,ORD_00083,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-02-02 13:51:51,2023-02-03 13:51:51
REV_00084,ORD_00084,1,Đánh giá tiêu cực,Sản phẩm không giống hình.,2023-12-16 00:00:34,2023-12-19 00:00:34
REV_00085,ORD_00085,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-12-29 12:20:01,2024-01-03 12:20:01
REV_00086,ORD_00086,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-08-26 22:13:10,2024-08-26 22:13:10
REV_00087,ORD_00087,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-12-05 04:23:05,2024-12-08 04:23:05
REV_00088,ORD_00088,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2024-10-30 22:08:32,2024-11-02 22:08:32
REV_00089,ORD_00089,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-02-13 00:15:34,2024-02-17 00:15:34
REV_00090,ORD_00090,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-03-24 17:40:31,2023-03-24 17:40:31
REV_00091,ORD_00091,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-04-22 04:41:27,2024-04-24 04:41:27
REV_00092,ORD_00092,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-10-05 05:43:20,2023-10-06 05:43:20
REV_00093,ORD_00093,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-07-22 16:52:33,2023-07-26 16:52:33
REV_00094,ORD_00094,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-12-12 03:24:14,2023-12-12 03:24:14
REV_00095,ORD_00095,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-05-10 10:55:56,2024-05-15 10:55:56
REV_00096,ORD_00096,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-05-02 14:54:15,2024-05-07 14:54:15
REV_00097,ORD_00097,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2023-10-01 12:47:14,2023-10-02 12:47:14
REV_00098,ORD_00098,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-10-21 18:13:32,2023-10-23 18:13:32
REV_00099,ORD_00099,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-12-16 05:16:58,2024-12-19 05:16:58
REV_00100,ORD_00100,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-10-31 02:12:34,2023-11-05 02:12:34
REV_00101,ORD_00101,1,Đánh giá tiêu cực,Sản phẩm không giống hình.,2023-10-02 09:22:30,2023-10-04 09:22:30
REV_00102,ORD_00102,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-04-15 02:21:41,2023-04-16 02:21:41
REV_00103,ORD_00103,1,Đánh giá tiêu cực,Sản phẩm không giống hình.,2023-11-10 16:42:45,2023-11-10 16:42:45
REV_00104,ORD_00104,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2023-12-13 14:59:53,2023-12-16 14:59:53
REV_00105,ORD_00105,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-06-10 01:17:01,2024-06-15 01:17:01
REV_00106,ORD_00106,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-11-14 00:21:37,2024-11-18 00:21:37
REV_00107,ORD_00107,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-11-23 16:32:27,2023-11-26 16:32:27
REV_00108,ORD_00108,2,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2023-07-11 09:38:40,2023-07-12 09:38:40
REV_00109,ORD_00109,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-09-24 04:47:15,2024-09-28 04:47:15
REV_00110,ORD_00110,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-08-24 21:54:44,2024-08-28 21:54:44
REV_00111,ORD_00111,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-07-08 12:31:27,2024-07-12 12:31:27
REV_00112,ORD_00112,1,Đánh giá tiêu cực,Sản phẩm không giống hình.,2024-06-27 17:58:29,2024-07-02 17:58:29
REV_00113,ORD_00113,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-06-14 16:39:15,2023-06-19 16:39:15
REV_00114,ORD_00114,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2024-11-14 10:01:58,2024-11-18 10:01:58
REV_00115,ORD_00115,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-12-23 01:02:27,2024-12-24 01:02:27
REV_00116,ORD_00116,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-12-18 01:32:47,2024-12-18 01:32:47
REV_00117,ORD_00117,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-07-11 09:57:34,2023-07-15 09:57:34
REV_00118,ORD_00118,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-08-22 16:38:50,2024-08-26 16:38:50
REV_00119,ORD_00119,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-08-13 18:14:01,2023-08-13 18:14:01
REV_00120,ORD_00120,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-06-13 08:22:02,2024-06-18 08:22:02
REV_00121,ORD_00121,1,Đánh giá tiêu cực,Sản phẩm không giống hình.,2024-01-23 12:30:55,2024-01-27 12:30:55
REV_00122,ORD_00122,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-08-03 15:33:24,2024-08-07 15:33:24
REV_00123,ORD_00123,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2024-02-21 20:11:21,2024-02-26 20:11:21
REV_00124,ORD_00124,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-09-03 00:10:28,2024-09-08 00:10:28
REV_00125,ORD_00125,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2024-08-02 22:27:43,2024-08-06 22:27:43
REV_00126,ORD_00126,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-05-07 13:58:26,2024-05-12 13:58:26
REV_00127,ORD_00127,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-10-24 23:08:20,2023-10-29 23:08:20
REV_00128,ORD_00128,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-07-16 01:03:29,2023-07-19 01:03:29
REV_00129,ORD_00129,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-06-11 07:46:58,2023-06-15 07:46:58
REV_00130,ORD_00130,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-06-27 15:22:30,2024-07-01 15:22:30
REV_00131,ORD_00131,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-07-18 07:43:03,2023-07-18 07:43:03
REV_00132,ORD_00132,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-04-18 06:41:59,2024-04-19 06:41:59
REV_00133,ORD_00133,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-10-18 09:32:27,2024-10-21 09:32:27
REV_00134,ORD_00134,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-03-14 04:16:11,2023-03-16 04:16:11
REV_00135,ORD_00135,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-09-01 13:01:50,2024-09-03 13:01:50
REV_00136,ORD_00136,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-03-24 09:04:50,2024-03-24 09:04:50
REV_00137,ORD_00137,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2023-04-24 20:15:40,2023-04-26 20:15:40
REV_00138,ORD_00138,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-09-24 12:04:00,2024-09-28 12:04:00
REV_00139,ORD_00139,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2023-04-23 00:19:20,2023-04-28 00:19:20
REV_00140,ORD_00140,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-06-30 07:02:17,2024-07-04 07:02:17
REV_00141,ORD_00141,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-06-22 04:33:52,2024-06-26 04:33:52
REV_00142,ORD_00142,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-01-07 19:09:29,2024-01-09 19:09:29
REV_00143,ORD_00143,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-02-24 15:58:11,2023-02-27 15:58:11
REV_00144,ORD_00144,2,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2024-06-14 00:24:53,2024-06-17 00:24:53
REV_00145,ORD_00145,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-05-26 15:39:20,2024-05-27 15:39:20
REV_00146,ORD_00146,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-03-01 11:09:31,2023-03-01 11:09:31
REV_00147,ORD_00147,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-07-05 04:30:14,2024-07-08 04:30:14
REV_00148,ORD_00148,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-05-15 00:08:18,2023-05-18 00:08:18
REV_00149,ORD_00149,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-03-19 05:03:29,2023-03-21 05:03:29
REV_00150,ORD_00150,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-10-25 04:13:46,2024-10-25 04:13:46
REV_00151,ORD_00151,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-09-11 00:47:09,2023-09-13 00:47:09
REV_00152,ORD_00152,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-09-28 09:35:35,2023-10-01 09:35:35
REV_00153,ORD_00153,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-08-28 15:50:29,2023-08-28 15:50:29
REV_00154,ORD_00154,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2023-10-18 09:27:58,2023-10-21 09:27:58
REV_00155,ORD_00155,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-05-13 19:40:42,2023-05-15 19:40:42
REV_00156,ORD_00156,4,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-05-13 07:52:18,2023-05-14 07:52:18
REV_00157,ORD_00157,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-07-26 23:44:49,2023-07-29 23:44:49
REV_00158,ORD_00158,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-01-28 14:21:05,2024-01-30 14:21:05
REV_00159,ORD_00159,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-01-14 11:42:26,2024-01-18 11:42:26
REV_00160,ORD_00160,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-11-19 11:02:54,2024-11-21 11:02:54
REV_00161,ORD_00161,1,Đánh giá tiêu cực,Sản phẩm không giống hình.,2023-06-15 20:23:25,2023-06-16 20:23:25
REV_00162,ORD_00162,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2024-11-08 08:25:22,2024-11-09 08:25:22
REV_00163,ORD_00163,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-01-15 02:39:41,2023-01-20 02:39:41
REV_00164,ORD_00164,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2024-12-26 12:49:09,2024-12-29 12:49:09
REV_00165,ORD_00165,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-11-14 07:06:39,2024-11-19 07:06:39
REV_00166,ORD_00166,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2024-02-04 06:25:00,2024-02-06 06:25:00
REV_00167,ORD_00167,5,Đánh giá tích cực,"Sản phẩm đúng mô tả, rất hài lòng.",2023-05-19 15:34:09,2023-05-23 15:34:09
REV_00168,ORD_00168,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2024-11-26 21:17:24,2024-11-30 21:17:24
REV_00169,ORD_00169,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-08-12 21:41:21,2023-08-12 21:41:21
REV_00170,ORD_00170,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-12-13 23:53:37,2023-12-13 23:53:37
REV_00171,ORD_00171,4,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-06-12 16:54:05,2024-06-12 16:54:05
REV_00172,ORD_00172,2,Đánh giá tiêu cực,"Đóng gói sơ sài, bị móp méo.",2024-10-31 21:03:44,2024-10-31 21:03:44
REV_00173,ORD_00173,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2024-01-05 20:52:40,2024-01-08 20:52:40
REV_00174,ORD_00174,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-05-20 05:33:32,2023-05-21 05:33:32
REV_00175,ORD_00175,5,Đánh giá tích cực,"Hàng giao nhanh, đóng gói cẩn thận.",2023-11-15 14:55:29,2023-11-15 14:55:29
REV_00176,ORD_00176,4,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-07-16 03:56:57,2023-07-20 03:56:57
REV_00177,ORD_00177,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-08-28 06:18:47,2023-08-28 06:18:47
REV_00178,ORD_00178,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2024-02-17 01:35:54,2024-02-19 01:35:54
REV_00179,ORD_00179,5,Đánh giá tích cực,"Chất lượng tốt, sẽ ủng hộ lần sau.",2023-07-11 03:52:22,2023-07-13 03:52:22
REV_00180,ORD_00180,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2023-02-08 07:34:27,2023-02-08 07:34:27
REV_00181,ORD_00181,3,Đánh giá trung bình,"Giao hàng chậm, chưa hài lòng lắm.",2023-11-27 20:19:09,2023-12-02 20:19:09
