order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
ORD_00017,CUS_02646,delivered,2024-01-01 08:39:00,2024-01-01 09:09:00,2024-01-02 09:09:00,2024-01-04 09:09:00,2024-01-08 08:39:00
ORD_00018,CUS_04511,delivered,2024-01-01 08:40:00,2024-01-01 09:10:00,2024-01-02 09:10:00,2024-01-04 09:10:00,2024-01-08 08:40:00
ORD_00019,CUS_03670,delivered,2024-01-01 08:42:00,2024-01-01 09:12:00,2024-01-02 09:12:00,2024-01-04 09:12:00,2024-01-08 08:42:00
ORD_00020,CUS_04064,delivered,2024-01-01 08:42:00,2024-01-01 09:12:00,2024-01-02 09:12:00,2024-01-04 09:12:00,2024-01-08 08:42:00
ORD_00021,CUS_00255,delivered,2024-01-01 08:47:00,2024-01-01 09:17:00,2024-01-02 09:17:00,2024-01-04 09:17:00,2024-01-08 08:47:00
ORD_00022,CUS_03998,delivered,2024-01-01 08:48:00,2024-01-01 09:18:00,2024-01-02 09:18:00,2024-01-04 09:18:00,2024-01-08 08:48:00
ORD_00023,CUS_00124,delivered,2024-01-01 08:49:00,2024-01-01 09:19:00,2024-01-02 09:19:00,2024-01-04 09:19:00,2024-01-08 08:49:00
ORD_00024,CUS_04975,delivered,2024-01-01 08:55:00,2024-01-01 09:25:00,2024-01-02 09:25:00,2024-01-04 09:25:00,2024-01-08 08:55:00
ORD_00025,CUS_01275,delivered,2024-01-01 08:57:00,2024-01-01 09:27:00,2024-01-02 09:27:00,2024-01-04 09:27:00,2024-01-08 08:57:00
ORD_00026,CUS_02653,delivered,2024-01-01 09:01:00,2024-01-01 09:31:00,2024-01-02 09:31:00,2024-01-04 09:31:00,2024-01-08 09:01:00
ORD_00027,CUS_02763,delivered,2024-01-01 09:04:00,2024-01-01 09:34:00,2024-01-02 09:34:00,2024-01-04 09:34:00,2024-01-08 09:04:00
ORD_00028,CUS_00929,delivered,2024-01-01 09:06:00,2024-01-01 09:36:00,2024-01-02 09:36:00,2024-01-04 09:36:00,2024-01-08 09:06:00
ORD_00029,CUS_00102,delivered,2024-01-01 09:07:00,2024-01-01 09:37:00,2024-01-02 09:37:00,2024-01-04 09:37:00,2024-01-08 09:07:00
ORD_00030,CUS_04344,delivered,2024-01-01 09:07:00,2024-01-01 09:37:00,2024-01-02 09:37:00,2024-01-04 09:37:00,2024-01-08 09:07:00
ORD_00031,CUS_04939,delivered,2024-01-01 09:09:00,2024-01-01 09:39:00,2024-01-02 09:39:00,2024-01-04 09:39:00,2024-01-08 09:09:00
ORD_00032,CUS_04433,delivered,2024-01-01 09:12:00,2024-01-01 09:42:00,2024-01-02 09:42:00,2024-01-04 09:42:00,2024-01-08 09:12:00
ORD_00033,CUS_04487,delivered,2024-01-01 09:13:00,2024-01-01 09:43:00,2024-01-02 09:43:00,2024-01-04 09:43:00,2024-01-08 09:13:00
ORD_00034,CUS_01548,delivered,2024-01-01 09:14:00,2024-01-01 09:44:00,2024-01-02 09:44:00,2024-01-04 09:44:00,2024-01-08 09:14:00
ORD_00035,CUS_00735,delivered,2024-01-01 09:15:00,2024-01-01 09:45:00,2024-01-02 09:45:00,2024-01-04 09:45:00,2024-01-08 09:15:00
ORD_00036,CUS_01131,delivered,2024-01-01 09:17:00,2024-01-01 09:47:00,2024-01-02 09:47:00,2024-01-04 09:47:00,2024-01-08 09:17:00
ORD_00037,CUS_00833,delivered,2024-01-01 09:18:00,2024-01-01 09:48:00,2024-01-02 09:48:00,2024-01-04 09:48:00,2024-01-08 09:18:00
ORD_00038,CUS_03333,delivered,2024-01-01 09:20:00,2024-01-01 09:50:00,2024-01-02 09:50:00,2024-01-04 09:50:00,2024-01-08 09:20:00
ORD_00039,CUS_02293,delivered,2024-01-01 09:22:00,2024-01-01 09:52:00,2024-01-02 09:52:00,2024-01-04 09:52:00,2024-01-08 09:22:00
ORD_00040,CUS_00659,delivered,2024-01-01 09:25:00,2024-01-01 09:55:00,2024-01-02 09:55:00,2024-01-04 09:55:00,2024-01-08 09:25:00
ORD_00041,CUS_01363,delivered,2024-01-01 09:30:00,2024-01-01 10:00:00,2024-01-02 10:00:00,2024-01-04 10:00:00,2024-01-08 09:30:00
ORD_00042,CUS_01072,delivered,2024-01-01 09:30:00,2024-01-01 10:00:00,2024-01-02 10:00:00,2024-01-04 10:00:00,2024-01-08 09:30:00
ORD_00043,CUS_02889,delivered,2024-01-01 09:31:00,2024-01-01 10:01:00,2024-01-02 10:01:00,2024-01-04 10:01:00,2024-01-08 09:31:00
ORD_00044,CUS_01287,delivered,2024-01-01 09:32:00,2024-01-01 10:02:00,2024-01-02 10:02:00,2024-01-04 10:02:00,2024-01-08 09:32:00
ORD_00045,CUS_01027,delivered,2024-01-01 09:32:00,2024-01-01 10:02:00,2024-01-02 10:02:00,2024-01-04 10:02:00,2024-01-08 09:32:00
ORD_00046,CUS_02035,delivered,2024-01-01 09:32:00,2024-01-01 10:02:00,2024-01-02 10:02:00,2024-01-04 10:02:00,2024-01-08 09:32:00
ORD_00047,CUS_02433,delivered,2024-01-01 09:32:00,2024-01-01 10:02:00,2024-01-02 10:02:00,2024-01-04 10:02:00,2024-01-08 09:32:00
ORD_00048,CUS_03018,delivered,2024-01-01 09:35:00,2024-01-01 10:05:00,2024-01-02 10:05:00,2024-01-04 10:05:00,2024-01-08 09:35:00
ORD_00049,CUS_01065,delivered,2024-01-01 09:38:00,2024-01-01 10:08:00,2024-01-02 10:08:00,2024-01-04 10:08:00,2024-01-08 09:38:00
ORD_00050,CUS_04136,delivered,2024-01-01 09:39:00,2024-01-01 10:09:00,2024-01-02 10:09:00,2024-01-04 10:09:00,2024-01-08 09:39:00
ORD_00051,CUS_01226,delivered,2024-01-01 09:40:00,2024-01-01 10:10:00,2024-01-02 10:10:00,2024-01-04 10:10:00,2024-01-08 09:40:00
ORD_00052,CUS_03006,delivered,2024-01-01 09:40:00,2024-01-01 10:10:00,2024-01-02 10:10:00,2024-01-04 10:10:00,2024-01-08 09:40:00
ORD_00053,CUS_01046,delivered,2024-01-01 09:42:00,2024-01-01 10:12:00,2024-01-02 10:12:00,2024-01-04 10:12:00,2024-01-08 09:42:00
ORD_00054,CUS_02356,delivered,2024-01-01 09:42:00,2024-01-01 10:12:00,2024-01-02 10:12:00,2024-01-04 10:12:00,2024-01-08 09:42:00
ORD_00055,CUS_04362,delivered,2024-01-01 09:46:00,2024-01-01 10:16:00,2024-01-02 10:16:00,2024-01-04 10:16:00,2024-01-08 09:46:00
ORD_00056,CUS_04931,delivered,2024-01-01 09:50:00,2024-01-01 10:20:00,2024-01-02 10:20:00,2024-01-04 10:20:00,2024-01-08 09:50:00
ORD_00057,CUS_04335,delivered,2024-01-01 09:51:00,2024-01-01 10:21:00,2024-01-02 10:21:00,2024-01-04 10:21:00,2024-01-08 09:51:00
ORD_00058,CUS_03416,delivered,2024-01-01 09:54:00,2024-01-01 10:24:00,2024-01-02 10:24:00,2024-01-04 10:24:00,2024-01-08 09:54:00
ORD_00059,CUS_01201,delivered,2024-01-01 09:57:00,2024-01-01 10:27:00,2024-01-02 10:27:00,2024-01-04 10:27:00,2024-01-08 09:57:00
ORD_00060,CUS_04349,delivered,2024-01-01 09:58:00,2024-01-01 10:28:00,2024-01-02 10:28:00,2024-01-04 10:28:00,2024-01-08 09:58:00
ORD_00061,CUS_04606,delivered,2024-01-01 09:58:00,2024-01-01 10:28:00,2024-01-02 10:28:00,2024-01-04 10:28:00,2024-01-08 09:58:00
ORD_00062,CUS_01224,delivered,2024-01-01 09:59:00,2024-01-01 10:29:00,2024-01-02 10:29:00,2024-01-04 10:29:00,2024-01-08 09:59:00
ORD_00063,CUS_04426,delivered,2024-01-01 10:00:00,2024-01-01 10:30:00,2024-01-02 10:30:00,2024-01-04 10:30:00,2024-01-08 10:00:00
ORD_00064,CUS_02867,delivered,2024-01-01 10:02:00,2024-01-01 10:32:00,2024-01-02 10:32:00,2024-01-04 10:32:00,2024-01-08 10:02:00
ORD_00065,CUS_03214,delivered,2024-01-01 10:04:00,2024-01-01 10:34:00,2024-01-02 10:34:00,2024-01-04 10:34:00,2024-01-08 10:04:00
ORD_00066,CUS_00706,delivered,2024-01-01 10:05:00,2024-01-01 10:35:00,2024-01-02 10:35:00,2024-01-04 10:35:00,2024-01-08 10:05:00
ORD_00067,CUS_02647,delivered,2024-01-01 10:06:00,2024-01-01 10:36:00,2024-01-02 10:36:00,2024-01-04 10:36:00,2024-01-08 10:06:00
ORD_00068,CUS_00059,delivered,2024-01-01 10:08:00,2024-01-01 10:38:00,2024-01-02 10:38:00,2024-01-04 10:38:00,2024-01-08 10:08:00
ORD_00069,CUS_00268,delivered,2024-01-01 10:09:00,2024-01-01 10:39:00,2024-01-02 10:39:00,2024-01-04 10:39:00,2024-01-08 10:09:00
ORD_00070,CUS_02173,delivered,2024-01-01 10:10:00,2024-01-01 10:40:00,2024-01-02 10:40:00,2024-01-04 10:40:00,2024-01-08 10:10:00
ORD_00071,CUS_00116,delivered,2024-01-01 10:13:00,2024-01-01 10:43:00,2024-01-02 10:43:00,2024-01-04 10:43:00,2024-01-08 10:13:00
ORD_00072,CUS_02438,delivered,2024-01-01 10:14:00,2024-01-01 10:44:00,2024-01-02 10:44:00,2024-01-04 10:44:00,2024-01-08 10:14:00
ORD_00073,CUS_01946,delivered,2024-01-01 10:18:00,2024-01-01 10:48:00,2024-01-02 10:48:00,2024-01-04 10:48:00,2024-01-08 10:18:00
ORD_00074,CUS_03863,delivered,2024-01-01 10:24:00,2024-01-01 10:54:00,2024-01-02 10:54:00,2024-01-04 10:54:00,2024-01-08 10:24:00
ORD_00075,CUS_04636,delivered,2024-01-01 10:25:00,2024-01-01 10:55:00,2024-01-02 10:55:00,2024-01-04 10:55:00,2024-01-08 10:25:00
ORD_00076,CUS_00514,delivered,2024-01-01 10:26:00,2024-01-01 10:56:00,2024-01-02 10:56:00,2024-01-04 10:56:00,2024-01-08 10:26:00
ORD_00077,CUS_04383,delivered,2024-01-01 10:28:00,2024-01-01 10:58:00,2024-01-02 10:58:00,2024-01-04 10:58:00,2024-01-08 10:28:00
ORD_00078,CUS_01849,delivered,2024-01-01 10:29:00,2024-01-01 10:59:00,2024-01-02 10:59:00,2024-01-04 10:59:00,2024-01-08 10:29:00
ORD_00079,CUS_01608,delivered,2024-01-01 10:30:00,2024-01-01 11:00:00,2024-01-02 11:00:00,2024-01-04 11:00:00,2024-01-08 10:30:00
ORD_00080,CUS_01228,delivered,2024-01-01 10:31:00,2024-01-01 11:01:00,2024-01-02 11:01:00,2024-01-04 11:01:00,2024-01-08 10:31:00
ORD_00081,CUS_02498,delivered,2024-01-01 10:38:00,2024-01-01 11:08:00,2024-01-02 11:08:00,2024-01-04 11:08:00,2024-01-08 10:38:00
ORD_00082,CUS_02634,delivered,2024-01-01 10:43:00,2024-01-01 11:13:00,2024-01-02 11:13:00,2024-01-04 11:13:00,2024-01-08 10:43:00
ORD_00083,CUS_02799,delivered,2024-01-01 10:44:00,2024-01-01 11:14:00,2024-01-02 11:14:00,2024-01-04 11:14:00,2024-01-08 10:44:00
ORD_00084,CUS_00023,delivered,2024-01-01 10:47:00,2024-01-01 11:17:00,2024-01-02 11:17:00,2024-01-04 11:17:00,2024-01-08 10:47:00
ORD_00085,CUS_00619,delivered,2024-01-01 10:50:00,2024-01-01 11:20:00,2024-01-02 11:20:00,2024-01-04 11:20:00,2024-01-08 10:50:00
ORD_00086,CUS_01470,delivered,2024-01-01 10:56:00,2024-01-01 11:26:00,2024-01-02 11:26:00,2024-01-04 11:26:00,2024-01-08 10:56:00
ORD_00087,CUS_02341,delivered,2024-01-01 10:57:00,2024-01-01 11:27:00,2024-01-02 11:27:00,2024-01-04 11:27:00,2024-01-08 10:57:00
ORD_00088,CUS_03947,delivered,2024-01-01 10:58:00,2024-01-01 11:28:00,2024-01-02 11:28:00,2024-01-04 11:28:00,2024-01-08 10:58:00
ORD_00089,CUS_00811,delivered,2024-01-01 11:03:00,2024-01-01 11:33:00,2024-01-02 11:33:00,2024-01-04 11:33:00,2024-01-08 11:03:00
ORD_00090,CUS_00105,delivered,2024-01-01 11:03:00,2024-01-01 11:33:00,2024-01-02 11:33:00,2024-01-04 11:33:00,2024-01-08 11:03:00
ORD_00091,CUS_01515,delivered,2024-01-01 11:05:00,2024-01-01 11:35:00,2024-01-02 11:35:00,2024-01-04 11:35:00,2024-01-08 11:05:00
ORD_00092,CUS_01926,delivered,2024-01-01 11:06:00,2024-01-01 11:36:00,2024-01-02 11:36:00,2024-01-04 11:36:00,2024-01-08 11:06:00
ORD_00093,CUS_02288,delivered,2024-01-01 11:08:00,2024-01-01 11:38:00,2024-01-02 11:38:00,2024-01-04 11:38:00,2024-01-08 11:08:00
ORD_00094,CUS_04492,delivered,2024-01-01 11:09:00,2024-01-01 11:39:00,2024-01-02 11:39:00,2024-01-04 11:39:00,2024-01-08 11:09:00
ORD_00095,CUS_02635,delivered,2024-01-01 11:16:00,2024-01-01 11:46:00,2024-01-02 11:46:00,2024-01-04 11:46:00,2024-01-08 11:16:00
ORD_00096,CUS_04107,delivered,2024-01-01 11:17:00,2024-01-01 11:47:00,2024-01-02 11:47:00,2024-01-04 11:47:00,2024-01-08 11:17:00
ORD_00097,CUS_03564,delivered,2024-01-01 11:18:00,2024-01-01 11:48:00,2024-01-02 11:48:00,2024-01-04 11:48:00,2024-01-08 11:18:00
ORD_00098,CUS_00692,delivered,2024-01-01 11:28:00,2024-01-01 11:58:00,2024-01-02 11:58:00,2024-01-04 11:58:00,2024-01-08 11:28:00
ORD_00099,CUS_01564,delivered,2024-01-01 11:29:00,2024-01-01 11:59:00,2024-01-02 11:59:00,2024-01-04 11:59:00,2024-01-08 11:29:00
ORD_00100,CUS_04922,delivered,2024-01-01 11:30:00,2024-01-01 12:00:00,2024-01-02 12:00:00,2024-01-04 12:00:00,2024-01-08 11:30:00
ORD_00101,CUS_01981,delivered,2024-01-01 11:30:00,2024-01-01 12:00:00,2024-01-02 12:00:00,2024-01-04 12:00:00,2024-01-08 11:30:00
ORD_00102,CUS_03419,delivered,2024-01-01 11:31:00,2024-01-01 12:01:00,2024-01-02 12:01:00,2024-01-04 12:01:00,2024-01-08 11:31:00
ORD_00103,CUS_03100,delivered,2024-01-01 11:31:00,2024-01-01 12:01:00,2024-01-02 12:01:00,2024-01-04 12:01:00,2024-01-08 11:31:00
ORD_00104,CUS_01715,delivered,2024-01-01 11:32:00,2024-01-01 12:02:00,2024-01-02 12:02:00,2024-01-04 12:02:00,2024-01-08 11:32:00
ORD_00105,CUS_03124,delivered,2024-01-01 11:32:00,2024-01-01 12:02:00,2024-01-02 12:02:00,2024-01-04 12:02:00,2024-01-08 11:32:00
ORD_00106,CUS_03027,delivered,2024-01-01 11:35:00,2024-01-01 12:05:00,2024-01-02 12:05:00,2024-01-04 12:05:00,2024-01-08 11:35:00
ORD_00107,CUS_01173,delivered,2024-01-01 11:36:00,2024-01-01 12:06:00,2024-01-02 12:06:00,2024-01-04 12:06:00,2024-01-08 11:36:00
ORD_00108,CUS_04171,delivered,2024-01-01 11:38:00,2024-01-01 12:08:00,2024-01-02 12:08:00,2024-01-04 12:08:00,2024-01-08 11:38:00
ORD_00109,CUS_00298,delivered,2024-01-01 11:40:00,2024-01-01 12:10:00,2024-01-02 12:10:00,2024-01-04 12:10:00,2024-01-08 11:40:00
ORD_00110,CUS_03809,delivered,2024-01-01 11:46:00,2024-01-01 12:16:00,2024-01-02 12:16:00,2024-01-04 12:16:00,2024-01-08 11:46:00
ORD_00111,CUS_00951,delivered,2024-01-01 11:51:00,2024-01-01 12:21:00,2024-01-02 12:21:00,2024-01-04 12:21:00,2024-01-08 11:51:00
ORD_00112,CUS_04901,delivered,2024-01-01 11:58:00,2024-01-01 12:28:00,2024-01-02 12:28:00,2024-01-04 12:28:00,2024-01-08 11:58:00
ORD_00113,CUS_02949,delivered,2024-01-01 12:00:00,2024-01-01 12:30:00,2024-01-02 12:30:00,2024-01-04 12:30:00,2024-01-08 12:00:00
ORD_00114,CUS_04673,delivered,2024-01-01 12:03:00,2024-01-01 12:33:00,2024-01-02 12:33:00,2024-01-04 12:33:00,2024-01-08 12:03:00
ORD_00115,CUS_02476,delivered,2024-01-01 12:07:00,2024-01-01 12:37:00,2024-01-02 12:37:00,2024-01-04 12:37:00,2024-01-08 12:07:00
ORD_00116,CUS_04286,delivered,2024-01-01 12:08:00,2024-01-01 12:38:00,2024-01-02 12:38:00,2024-01-04 12:38:00,2024-01-08 12:08:00
ORD_00117,CUS_03045,delivered,2024-01-01 12:08:00,2024-01-01 12:38:00,2024-01-02 12:38:00,2024-01-04 12:38:00,2024-01-08 12:08:00
ORD_00118,CUS_04088,delivered,2024-01-01 12:12:00,2024-01-01 12:42:00,2024-01-02 12:42:00,2024-01-04 12:42:00,2024-01-08 12:12:00
ORD_00119,CUS_02276,delivered,2024-01-01 12:13:00,2024-01-01 12:43:00,2024-01-02 12:43:00,2024-01-04 12:43:00,2024-01-08 12:13:00
ORD_00120,CUS_02842,delivered,2024-01-01 12:14:00,2024-01-01 12:44:00,2024-01-02 12:44:00,2024-01-04 12:44:00,2024-01-08 12:14:00
ORD_00121,CUS_04183,delivered,2024-01-01 12:14:00,2024-01-01 12:44:00,2024-01-02 12:44:00,2024-01-04 12:44:00,2024-01-08 12:14:00
ORD_00122,CUS_01750,delivered,2024-01-01 12:17:00,2024-01-01 12:47:00,2024-01-02 12:47:00,2024-01-04 12:47:00,2024-01-08 12:17:00
ORD_00123,CUS_02294,delivered,2024-01-01 12:17:00,2024-01-01 12:47:00,2024-01-02 12:47:00,2024-01-04 12:47:00,2024-01-08 12:17:00
ORD_00124,CUS_01649,delivered,2024-01-01 12:18:00,2024-01-01 12:48:00,2024-01-02 12:48:00,2024-01-04 12:48:00,2024-01-08 12:18:00
ORD_00125,CUS_04318,delivered,2024-01-01 12:20:00,2024-01-01 12:50:00,2024-01-02 12:50:00,2024-01-04 12:50:00,2024-01-08 12:20:00
ORD_00126,CUS_04755,delivered,2024-01-01 12:20:00,2024-01-01 12:50:00,2024-01-02 12:50:00,2024-01-04 12:50:00,2024-01-08 12:20:00
ORD_00127,CUS_04788,delivered,2024-01-01 12:21:00,2024-01-01 12:51:00,2024-01-02 12:51:00,2024-01-04 12:51:00,2024-01-08 12:21:00
ORD_00128,CUS_03858,delivered,2024-01-01 12:22:00,2024-01-01 12:52:00,2024-01-02 12:52:00,2024-01-04 12:52:00,2024-01-08 12:22:00
ORD_00129,CUS_03414,delivered,2024-01-01 12:24:00,2024-01-01 12:54:00,2024-01-02 12:54:00,2024-01-04 12:54:00,2024-01-08 12:24:00
ORD_00130,CUS_00855,delivered,2024-01-01 12:25:00,2024-01-01 12:55:00,2024-01-02 12:55:00,2024-01-04 12:55:00,2024-01-08 12:25:00
ORD_00131,CUS_00643,delivered,2024-01-01 12:29:00,2024-01-01 12:59:00,2024-01-02 12:59:00,2024-01-04 12:59:00,2024-01-08 12:29:00
ORD_00132,CUS_04528,delivered,2024-01-01 12:29:00,2024-01-01 12:59:00,2024-01-02 12:59:00,2024-01-04 12:59:00,2024-01-08 12:29:00
ORD_00133,CUS_04472,delivered,2024-01-01 12:35:00,2024-01-01 13:05:00,2024-01-02 13:05:00,2024-01-04 13:05:00,2024-01-08 12:35:00
ORD_00134,CUS_01547,delivered,2024-01-01 12:37:00,2024-01-01 13:07:00,2024-01-02 13:07:00,2024-01-04 13:07:00,2024-01-08 12:37:00
ORD_00135,CUS_04434,delivered,2024-01-01 12:39:00,2024-01-01 13:09:00,2024-01-02 13:09:00,2024-01-04 13:09:00,2024-01-08 12:39:00
ORD_00136,CUS_03767,delivered,2024-01-01 12:41:00,2024-01-01 13:11:00,2024-01-02 13:11:00,2024-01-04 13:11:00,2024-01-08 12:41:00
ORD_00137,CUS_01998,delivered,2024-01-01 12:43:00,2024-01-01 13:13:00,2024-01-02 13:13:00,2024-01-04 13:13:00,2024-01-08 12:43:00
ORD_00138,CUS_02489,delivered,2024-01-01 12:44:00,2024-01-01 13:14:00,2024-01-02 13:14:00,2024-01-04 13:14:00,2024-01-08 12:44:00
ORD_00139,CUS_00549,delivered,2024-01-01 12:44:00,2024-01-01 13:14:00,2024-01-02 13:14:00,2024-01-04 13:14:00,2024-01-08 12:44:00
ORD_00140,CUS_01777,delivered,2024-01-01 12:47:00,2024-01-01 13:17:00,2024-01-02 13:17:00,2024-01-04 13:17:00,2024-01-08 12:47:00
ORD_00141,CUS_03673,delivered,2024-01-01 12:49:00,2024-01-01 13:19:00,2024-01-02 13:19:00,2024-01-04 13:19:00,2024-01-08 12:49:00
ORD_00142,CUS_00236,delivered,2024-01-01 12:51:00,2024-01-01 13:21:00,2024-01-02 13:21:00,2024-01-04 13:21:00,2024-01-08 12:51:00
ORD_00143,CUS_02180,delivered,2024-01-01 12:52:00,2024-01-01 13:22:00,2024-01-02 13:22:00,2024-01-04 13:22:00,2024-01-08 12:52:00
ORD_00144,CUS_04571,delivered,2024-01-01 12:53:00,2024-01-01 13:23:00,2024-01-02 13:23:00,2024-01-04 13:23:00,2024-01-08 12:53:00
ORD_00145,CUS_04569,delivered,2024-01-01 12:58:00,2024-01-01 13:28:00,2024-01-02 13:28:00,2024-01-04 13:28:00,2024-01-08 12:58:00
ORD_00146,CUS_00640,delivered,2024-01-01 12:58:00,2024-01-01 13:28:00,2024-01-02 13:28:00,2024-01-04 13:28:00,2024-01-08 12:58:00
ORD_00147,CUS_03408,delivered,2024-01-01 12:59:00,2024-01-01 13:29:00,2024-01-02 13:29:00,2024-01-04 13:29:00,2024-01-08 12:59:00
ORD_00148,CUS_03141,delivered,2024-01-01 13:00:00,2024-01-01 13:30:00,2024-01-02 13:30:00,2024-01-04 13:30:00,2024-01-08 13:00:00
ORD_00149,CUS_02346,delivered,2024-01-01 13:03:00,2024-01-01 13:33:00,2024-01-02 13:33:00,2024-01-04 13:33:00,2024-01-08 13:03:00
ORD_00150,CUS_02796,delivered,2024-01-01 13:03:00,2024-01-01 13:33:00,2024-01-02 13:33:00,2024-01-04 13:33:00,2024-01-08 13:03:00
ORD_00151,CUS_04422,delivered,2024-01-01 13:04:00,2024-01-01 13:34:00,2024-01-02 13:34:00,2024-01-04 13:34:00,2024-01-08 13:04:00
ORD_00152,CUS_00156,delivered,2024-01-01 13:05:00,2024-01-01 13:35:00,2024-01-02 13:35:00,2024-01-04 13:35:00,2024-01-08 13:05:00
ORD_00153,CUS_02236,delivered,2024-01-01 13:07:00,2024-01-01 13:37:00,2024-01-02 13:37:00,2024-01-04 13:37:00,2024-01-08 13:07:00
ORD_00154,CUS_04924,delivered,2024-01-01 13:09:00,2024-01-01 13:39:00,2024-01-02 13:39:00,2024-01-04 13:39:00,2024-01-08 13:09:00
ORD_00155,CUS_02676,delivered,2024-01-01 13:10:00,2024-01-01 13:40:00,2024-01-02 13:40:00,2024-01-04 13:40:00,2024-01-08 13:10:00
ORD_00156,CUS_02162,delivered,2024-01-01 13:11:00,2024-01-01 13:41:00,2024-01-02 13:41:00,2024-01-04 13:41:00,2024-01-08 13:11:00
ORD_00157,CUS_01596,delivered,2024-01-01 13:12:00,2024-01-01 13:42:00,2024-01-02 13:42:00,2024-01-04 13:42:00,2024-01-08 13:12:00
ORD_00158,CUS_04804,delivered,2024-01-01 13:12:00,2024-01-01 13:42:00,2024-01-02 13:42:00,2024-01-04 13:42:00,2024-01-08 13:12:00
ORD_00159,CUS_04236,delivered,2024-01-01 13:15:00,2024-01-01 13:45:00,2024-01-02 13:45:00,2024-01-04 13:45:00,2024-01-08 13:15:00
ORD_00160,CUS_04050,delivered,2024-01-01 13:19:00,2024-01-01 13:49:00,2024-01-02 13:49:00,2024-01-04 13:49:00,2024-01-08 13:19:00
ORD_00161,CUS_01489,delivered,2024-01-01 13:19:00,2024-01-01 13:49:00,2024-01-02 13:49:00,2024-01-04 13:49:00,2024-01-08 13:19:00
ORD_00162,CUS_00683,delivered,2024-01-01 13:21:00,2024-01-01 13:51:00,2024-01-02 13:51:00,2024-01-04 13:51:00,2024-01-08 13:21:00
ORD_00163,CUS_01950,delivered,2024-01-01 13:24:00,2024-01-01 13:54:00,2024-01-02 13:54:00,2024-01-04 13:54:00,2024-01-08 13:24:00
ORD_00164,CUS_03635,delivered,2024-01-01 13:25:00,2024-01-01 13:55:00,2024-01-02 13:55:00,2024-01-04 13:55:00,2024-01-08 13:25:00
ORD_00165,CUS_00918,delivered,2024-01-01 13:25:00,2024-01-01 13:55:00,2024-01-02 13:55:00,2024-01-04 13:55:00,2024-01-08 13:25:00
ORD_00166,CUS_01176,delivered,2024-01-01 13:26:00,2024-01-01 13:56:00,2024-01-02 13:56:00,2024-01-04 13:56:00,2024-01-08 13:26:00
ORD_00167,CUS_04955,delivered,2024-01-01 13:27:00,2024-01-01 13:57:00,2024-01-02 13:57:00,2024-01-04 13:57:00,2024-01-08 13:27:00
