customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
CUS_00040,UNIQ_00040,949848,Hue,HUE
CUS_00041,UNIQ_00041,755002,Ho Chi Minh,HCM
CUS_00042,UNIQ_00042,862629,Vinh,VINH
CUS_00043,UNIQ_00043,949275,Hai Phong,HP
CUS_00044,UNIQ_00044,963843,Thu Duc,TD
CUS_00045,UNIQ_00045,950200,Thu Duc,TD
CUS_00046,UNIQ_00046,776846,Hai Phong,HP
CUS_00047,UNIQ_00047,746173,Nha Trang,NT
CUS_00048,UNIQ_00048,953249,Ho Chi Minh,HCM
CUS_00049,UNIQ_00049,890027,Ha Noi,HN
CUS_00050,UNIQ_00050,918386,Hue,HUE
CUS_00051,UNIQ_00051,909611,Da Nang,DN
CUS_00052,UNIQ_00052,738892,Bien Hoa,BH
CUS_00053,UNIQ_00053,916007,Nha Trang,NT
CUS_00054,UNIQ_00054,914196,Thu Duc,TD
CUS_00055,UNIQ_00055,785316,Ho Chi Minh,HCM
CUS_00056,UNIQ_00056,924632,Nha Trang,NT
CUS_00057,UNIQ_00057,909427,Ho Chi Minh,HCM
CUS_00058,UNIQ_00058,931522,Ha Noi,HN
CUS_00059,UNIQ_00059,754792,Hue,HUE
CUS_00060,UNIQ_00060,848941,Bien Hoa,BH
CUS_00061,UNIQ_00061,781533,Hue,HUE
CUS_00062,UNIQ_00062,871875,Can Tho,CT
CUS_00063,UNIQ_00063,896465,Thanh Hoa,TH
CUS_00064,UNIQ_00064,950234,Bien Hoa,BH
CUS_00065,UNIQ_00065,744037,Buon Ma Thuot,BMT
CUS_00066,UNIQ_00066,833848,Buon Ma Thuot,BMT
CUS_00067,UNIQ_00067,916417,Buon Ma Thuot,BMT
CUS_00068,UNIQ_00068,829851,Nha Trang,NT
CUS_00069,UNIQ_00069,968908,Can Tho,CT
CUS_00070,UNIQ_00070,956022,Thanh Hoa,TH
CUS_00071,UNIQ_00071,950893,Ha Noi,HN
CUS_00072,UNIQ_00072,979703,Ho Chi Minh,HCM
CUS_00073,UNIQ_00073,878175,Vinh,VINH
CUS_00074,UNIQ_00074,878840,Can Tho,CT
CUS_00075,UNIQ_00075,775860,Thanh Hoa,TH
CUS_00076,UNIQ_00076,785486,Vinh,VINH
CUS_00077,UNIQ_00077,835706,Vinh,VINH
CUS_00078,UNIQ_00078,867409,Buon Ma Thuot,BMT
CUS_00079,UNIQ_00079,809088,Buon Ma Thuot,BMT
CUS_00080,UNIQ_00080,947520,Ho Chi Minh,HCM
CUS_00081,UNIQ_00081,826064,Ho Chi Minh,HCM
CUS_00082,UNIQ_00082,739636,Buon Ma Thuot,BMT
CUS_00083,UNIQ_00083,805933,Ha Noi,HN
CUS_00084,UNIQ_00084,859441,Ha Noi,HN
CUS_00085,UNIQ_00085,783406,Bien Hoa,BH
CUS_00086,UNIQ_00086,978176,Bien Hoa,BH
CUS_00087,UNIQ_00087,861848,Da Nang,DN
CUS_00088,UNIQ_00088,786812,Nha Trang,NT
CUS_00089,UNIQ_00089,867315,Hue,HUE
CUS_00090,UNIQ_00090,782836,Thanh Hoa,TH
CUS_00091,UNIQ_00091,730352,Nha Trang,NT
CUS_00092,UNIQ_00092,917017,Ha Noi,HN
CUS_00093,UNIQ_00093,881552,Da Nang,DN
CUS_00094,UNIQ_00094,977263,Bien Hoa,BH
CUS_00095,UNIQ_00095,954992,Thu Duc,TD
CUS_00096,UNIQ_00096,713675,Thu Duc,TD
CUS_00097,UNIQ_00097,876270,Ha Noi,HN
CUS_00098,UNIQ_00098,976559,Ha Noi,HN
CUS_00099,UNIQ_00099,952171,Bien Hoa,BH
CUS_00100,UNIQ_00100,841731,Da Nang,DN
CUS_00101,UNIQ_00101,933304,Thanh Hoa,TH
CUS_00102,UNIQ_00102,929628,Bien Hoa,BH
CUS_00103,UNIQ_00103,963778,Ha Noi,HN
CUS_00104,UNIQ_00104,842350,Buon Ma Thuot,BMT
CUS_00105,UNIQ_00105,933701,Nha Trang,NT
CUS_00106,UNIQ_00106,772683,Hue,HUE
CUS_00107,UNIQ_00107,892889,Bien Hoa,BH
CUS_00108,UNIQ_00108,898010,Buon Ma Thuot,BMT
CUS_00109,UNIQ_00109,756871,Da Nang,DN
CUS_00110,UNIQ_00110,818837,Ho Chi Minh,HCM
CUS_00111,UNIQ_00111,747361,Bien Hoa,BH
CUS_00112,UNIQ_00112,814007,Can Tho,CT
CUS_00113,UNIQ_00113,951765,Thanh Hoa,TH
CUS_00114,UNIQ_00114,760194,Ho Chi Minh,HCM
CUS_00115,UNIQ_00115,880119,Buon Ma Thuot,BMT
CUS_00116,UNIQ_00116,728365,Buon Ma Thuot,BMT
CUS_00117,UNIQ_00117,849669,Bien Hoa,BH
CUS_00118,UNIQ_00118,912338,Thu Duc,TD
CUS_00119,UNIQ_00119,742314,Buon Ma Thuot,BMT
CUS_00120,UNIQ_00120,919948,Bien Hoa,BH
CUS_00121,UNIQ_00121,904244,Thu Duc,TD
CUS_00122,UNIQ_00122,898790,Hue,HUE
CUS_00123,UNIQ_00123,780661,Nha Trang,NT
CUS_00124,UNIQ_00124,760722,Vinh,VINH
CUS_00125,UNIQ_00125,951634,Thanh Hoa,TH
CUS_00126,UNIQ_00126,897151,Thu Duc,TD
CUS_00127,UNIQ_00127,824079,Nha Trang,NT
CUS_00128,UNIQ_00128,708595,Ho Chi Minh,HCM
CUS_00129,UNIQ_00129,719568,Vinh,VINH
CUS_00130,UNIQ_00130,954005,Ha Noi,HN
CUS_00131,UNIQ_00131,828016,Hue,HUE
CUS_00132,UNIQ_00132,942589,Can Tho,CT
CUS_00133,UNIQ_00133,832145,Buon Ma Thuot,BMT
CUS_00134,UNIQ_00134,868885,Can Tho,CT
CUS_00135,UNIQ_00135,925852,Thu Duc,TD
CUS_00136,UNIQ_00136,919112,Da Nang,DN
CUS_00137,UNIQ_00137,867063,Buon Ma Thuot,BMT
CUS_00138,UNIQ_00138,915487,Buon Ma Thuot,BMT
CUS_00139,UNIQ_00139,936984,Thanh Hoa,TH
CUS_00140,UNIQ_00140,961890,Da Nang,DN
CUS_00141,UNIQ_00141,952996,Nha Trang,NT
CUS_00142,UNIQ_00142,791437,Buon Ma Thuot,BMT
CUS_00143,UNIQ_00143,852368,Hai Phong,HP
CUS_00144,UNIQ_00144,894044,Vinh,VINH
CUS_00145,UNIQ_00145,727351,Ho Chi Minh,HCM
CUS_00146,UNIQ_00146,962915,Hue,HUE
CUS_00147,UNIQ_00147,978063,Ho Chi Minh,HCM
CUS_00148,UNIQ_00148,738924,Nha Trang,NT
CUS_00149,UNIQ_00149,877410,Thanh Hoa,TH
CUS_00150,UNIQ_00150,709141,Bien Hoa,BH
CUS_00151,UNIQ_00151,832147,Buon Ma Thuot,BMT
CUS_00152,UNIQ_00152,773331,Thanh Hoa,TH
CUS_00153,UNIQ_00153,868975,Da Nang,DN
CUS_00154,UNIQ_00154,702194,Hue,HUE
CUS_00155,UNIQ_00155,745062,Thanh Hoa,TH
CUS_00156,UNIQ_00156,877865,Ho Chi Minh,HCM
CUS_00157,UNIQ_00157,909489,Bien Hoa,BH
CUS_00158,UNIQ_00158,849984,Hue,HUE
CUS_00159,UNIQ_00159,913940,Nha Trang,NT
CUS_00160,UNIQ_00160,734833,Buon Ma Thuot,BMT
CUS_00161,UNIQ_00161,925447,Hai Phong,HP
CUS_00162,UNIQ_00162,885576,Hai Phong,HP
CUS_00163,UNIQ_00163,761671,Hue,HUE
CUS_00164,UNIQ_00164,787041,Thu Duc,TD
CUS_00165,UNIQ_00165,936633,Hai Phong,HP
CUS_00166,UNIQ_00166,897890,Buon Ma Thuot,BMT
CUS_00167,UNIQ_00167,842884,Buon Ma Thuot,BMT
CUS_00168,UNIQ_00168,779413,Bien Hoa,BH
CUS_00169,UNIQ_00169,930661,Thanh Hoa,TH
CUS_00170,UNIQ_00170,850472,Hai Phong,HP
CUS_00171,UNIQ_00171,823630,Bien Hoa,BH
CUS_00172,UNIQ_00172,797257,Nha Trang,NT
CUS_00173,UNIQ_00173,775374,Hue,HUE
CUS_00174,UNIQ_00174,866051,Da Nang,DN
CUS_00175,UNIQ_00175,830136,Thu Duc,TD
CUS_00176,UNIQ_00176,881730,Hue,HUE
CUS_00177,UNIQ_00177,956071,Can Tho,CT
CUS_00178,UNIQ_00178,787830,Hai Phong,HP
CUS_00179,UNIQ_00179,721848,Buon Ma Thuot,BMT
CUS_00180,UNIQ_00180,896226,Ha Noi,HN
CUS_00181,UNIQ_00181,864437,Hai Phong,HP
CUS_00182,UNIQ_00182,874732,Bien Hoa,BH
CUS_00183,UNIQ_00183,732564,Hai Phong,HP
CUS_00184,UNIQ_00184,723071,Da Nang,DN
CUS_00185,UNIQ_00185,718222,Buon Ma Thuot,BMT
CUS_00186,UNIQ_00186,834516,Thu Duc,TD
CUS_00187,UNIQ_00187,845359,Nha Trang,NT
CUS_00188,UNIQ_00188,923431,Ha Noi,HN
CUS_00189,UNIQ_00189,717337,Thanh Hoa,TH
CUS_00190,UNIQ_00190,807731,Vinh,VINH
CUS_00191,UNIQ_00191,928844,Thu Duc,TD
CUS_00192,UNIQ_00192,777164,Thanh Hoa,TH
CUS_00193,UNIQ_00193,971321,Thu Duc,TD
CUS_00194,UNIQ_00194,920132,Hai Phong,HP
CUS_00195,UNIQ_00195,829335,Can Tho,CT
CUS_00196,UNIQ_00196,766132,Buon Ma Thuot,BMT
CUS_00197,UNIQ_00197,972082,Nha Trang,NT
CUS_00198,UNIQ_00198,974693,Bien Hoa,BH
CUS_00199,UNIQ_00199,900639,Ha Noi,HN
CUS_00200,UNIQ_00200,710540,Bien Hoa,BH
CUS_00201,UNIQ_00201,754917,Da Nang,DN
CUS_00202,UNIQ_00202,956411,Vinh,VINH
CUS_00203,UNIQ_00203,871960,Can Tho,CT
CUS_00204,UNIQ_00204,734700,Can Tho,CT
CUS_00205,UNIQ_00205,974620,Vinh,VINH
CUS_00206,UNIQ_00206,820893,Hai Phong,HP
CUS_00207,UNIQ_00207,892328,Ha Noi,HN
CUS_00208,UNIQ_00208,879130,Da Nang,DN
CUS_00209,UNIQ_00209,783504,Can Tho,CT
CUS_00210,UNIQ_00210,901708,Nha Trang,NT
CUS_00211,UNIQ_00211,907520,Ho Chi Minh,HCM
CUS_00212,UNIQ_00212,843955,Vinh,VINH
CUS_00213,UNIQ_00213,976818,Vinh,VINH
CUS_00214,UNIQ_00214,966082,Hue,HUE
CUS_00215,UNIQ_00215,914012,Can Tho,CT
CUS_00216,UNIQ_00216,834213,Buon Ma Thuot,BMT
CUS_00217,UNIQ_00217,734593,Thanh Hoa,TH
CUS_00218,UNIQ_00218,726018,Da Nang,DN
CUS_00219,UNIQ_00219,947411,Can Tho,CT
CUS_00220,UNIQ_00220,850437,Ha Noi,HN
CUS_00221,UNIQ_00221,959978,Nha Trang,NT
CUS_00222,UNIQ_00222,831446,Ho Chi Minh,HCM
CUS_00223,UNIQ_00223,759550,Bien Hoa,BH
CUS_00224,UNIQ_00224,807249,Thanh Hoa,TH
CUS_00225,UNIQ_00225,776316,Hue,HUE
CUS_00226,UNIQ_00226,944647,Vinh,VINH
CUS_00227,UNIQ_00227,882454,Nha Trang,NT
CUS_00228,UNIQ_00228,829327,Ha Noi,HN
CUS_00229,UNIQ_00229,848598,Ho Chi Minh,HCM
CUS_00230,UNIQ_00230,831707,Hue,HUE
CUS_00231,UNIQ_00231,964701,Ha Noi,HN
CUS_00232,UNIQ_00232,801376,Thanh Hoa,TH
CUS_00233,UNIQ_00233,854625,Hai Phong,HP
CUS_00234,UNIQ_00234,801906,Nha Trang,NT
CUS_00235,UNIQ_00235,880974,Hai Phong,HP
CUS_00236,UNIQ_00236,844570,Bien Hoa,BH
CUS_00237,UNIQ_00237,712976,Can Tho,CT
CUS_00238,UNIQ_00238,767259,Thu Duc,TD
CUS_00239,UNIQ_00239,707094,Ho Chi Minh,HCM
CUS_00240,UNIQ_00240,753881,Thanh Hoa,TH
CUS_00241,UNIQ_00241,802684,Hai Phong,HP
CUS_00242,UNIQ_00242,736779,Hai Phong,HP
CUS_00243,UNIQ_00243,887980,Ho Chi Minh,HCM
CUS_00244,UNIQ_00244,831066,Hai Phong,HP
CUS_00245,UNIQ_00245,717252,Buon Ma Thuot,BMT
CUS_00246,UNIQ_00246,836029,Da Nang,DN
CUS_00247,UNIQ_00247,800066,Hai Phong,HP
CUS_00248,UNIQ_00248,890844,Ha Noi,HN
CUS_00249,UNIQ_00249,775320,Buon Ma Thuot,BMT
CUS_00250,UNIQ_00250,774605,Ho Chi Minh,HCM
CUS_00251,UNIQ_00251,846411,Ho Chi Minh,HCM
CUS_00252,UNIQ_00252,882693,Ha Noi,HN
CUS_00253,UNIQ_00253,703774,Buon Ma Thuot,BMT
CUS_00254,UNIQ_00254,767305,Hue,HUE
CUS_00255,UNIQ_00255,967216,Da Nang,DN
CUS_00256,UNIQ_00256,712894,Hai Phong,HP
CUS_00257,UNIQ_00257,824865,Buon Ma Thuot,BMT
CUS_00258,UNIQ_00258,887742,Vinh,VINH
CUS_00259,UNIQ_00259,905576,Bien Hoa,BH
CUS_00260,UNIQ_00260,841216,Buon Ma Thuot,BMT
CUS_00261,UNIQ_00261,835145,Can Tho,CT
CUS_00262,UNIQ_00262,783433,Thu Duc,TD
CUS_00263,UNIQ_00263,874791,Thanh Hoa,TH
CUS_00264,UNIQ_00264,716943,Bien Hoa,BH
CUS_00265,UNIQ_00265,814071,Hai Phong,HP
CUS_00266,UNIQ_00266,700204,Thu Duc,TD
CUS_00267,UNIQ_00267,708235,Ha Noi,HN
CUS_00268,UNIQ_00268,956869,Vinh,VINH
CUS_00269,UNIQ_00269,792820,Hai Phong,HP
CUS_00270,UNIQ_00270,963566,Ha Noi,HN
CUS_00271,UNIQ_00271,721122,Ho Chi Minh,HCM
CUS_00272,UNIQ_00272,891299,Thu Duc,TD
CUS_00273,UNIQ_00273,907169,Vinh,VINH
CUS_00274,UNIQ_00274,768312,Thu Duc,TD
CUS_00275,UNIQ_00275,886378,Ho Chi Minh,HCM
CUS_00276,UNIQ_00276,838397,Vinh,VINH
CUS_00277,UNIQ_00277,795610,Bien Hoa,BH
CUS_00278,UNIQ_00278,821114,Da Nang,DN
CUS_00279,UNIQ_00279,809358,Thu Duc,TD
CUS_00280,UNIQ_00280,903871,Thanh Hoa,TH
CUS_00281,UNIQ_00281,743298,Thu Duc,TD
CUS_00282,UNIQ_00282,853226,Ha Noi,HN
CUS_00283,UNIQ_00283,774739,Buon Ma Thuot,BMT
CUS_00284,UNIQ_00284,947633,Buon Ma Thuot,BMT
CUS_00285,UNIQ_00285,972392,Thanh Hoa,TH
CUS_00286,UNIQ_00286,716522,Nha Trang,NT
CUS_00287,UNIQ_00287,794300,Vinh,VINH
CUS_00288,UNIQ_00288,731664,Thanh Hoa,TH
CUS_00289,UNIQ_00289,917664,Can Tho,CT
CUS_00290,UNIQ_00290,759460,Nha Trang,NT
CUS_00291,UNIQ_00291,732679,Hue,HUE
CUS_00292,UNIQ_00292,766020,Can Tho,CT
CUS_00293,UNIQ_00293,750031,Ha Noi,HN
CUS_00294,UNIQ_00294,844099,Thanh Hoa,TH
CUS_00295,UNIQ_00295,824952,Bien Hoa,BH
CUS_00296,UNIQ_00296,821819,Ha Noi,HN
CUS_00297,UNIQ_00297,861749,Vinh,VINH
CUS_00298,UNIQ_00298,962809,Ha Noi,HN
CUS_00299,UNIQ_00299,952072,Hai Phong,HP
CUS_00300,UNIQ_00300,969579,Thu Duc,TD
CUS_00301,UNIQ_00301,951602,Hue,HUE
CUS_00302,UNIQ_00302,940483,Bien Hoa,BH
CUS_00303,UNIQ_00303,921221,Thu Duc,TD
CUS_00304,UNIQ_00304,912253,Ha Noi,HN
CUS_00305,UNIQ_00305,729421,Bien Hoa,BH
CUS_00306,UNIQ_00306,773246,Can Tho,CT
CUS_00307,UNIQ_00307,912392,Ho Chi Minh,HCM
CUS_00308,UNIQ_00308,712258,Nha Trang,NT
CUS_00309,UNIQ_00309,753147,Ho Chi Minh,HCM
CUS_00310,UNIQ_00310,895001,Buon Ma Thuot,BMT
CUS_00311,UNIQ_00311,896968,Can Tho,CT
CUS_00312,UNIQ_00312,957128,Hai Phong,HP
CUS_00313,UNIQ_00313,865860,Hai Phong,HP
CUS_00314,UNIQ_00314,953933,Da Nang,DN
CUS_00315,UNIQ_00315,928661,Thu Duc,TD
CUS_00316,UNIQ_00316,859497,Da Nang,DN
CUS_00317,UNIQ_00317,958580,Nha Trang,NT
CUS_00318,UNIQ_00318,904049,Hue,HUE
CUS_00319,UNIQ_00319,885583,Thu Duc,TD
CUS_00320,UNIQ_00320,942414,Thu Duc,TD
CUS_00321,UNIQ_00321,717645,Bien Hoa,BH
CUS_00322,UNIQ_00322,724390,Ho Chi Minh,HCM
CUS_00323,UNIQ_00323,879964,Hue,HUE
CUS_00324,UNIQ_00324,832837,Ho Chi Minh,HCM
CUS_00325,UNIQ_00325,761946,Da Nang,DN
CUS_00326,UNIQ_00326,900865,Thanh Hoa,TH
CUS_00327,UNIQ_00327,758968,Thu Duc,TD
CUS_00328,UNIQ_00328,801070,Hue,HUE
CUS_00329,UNIQ_00329,906500,Ha Noi,HN
CUS_00330,UNIQ_00330,764070,Thanh Hoa,TH
CUS_00331,UNIQ_00331,937407,Vinh,VINH
CUS_00332,UNIQ_00332,702078,Ho Chi Minh,HCM
CUS_00333,UNIQ_00333,743659,Da Nang,DN
CUS_00334,UNIQ_00334,784166,Nha Trang,NT
CUS_00335,UNIQ_00335,834687,Thu Duc,TD
CUS_00336,UNIQ_00336,971195,Vinh,VINH
CUS_00337,UNIQ_00337,933100,Hue,HUE
CUS_00338,UNIQ_00338,701943,Hue,HUE
CUS_00339,UNIQ_00339,762388,Hai Phong,HP
CUS_00340,UNIQ_00340,860594,Hue,HUE
CUS_00341,UNIQ_00341,735994,Da Nang,DN
CUS_00342,UNIQ_00342,939796,Thu Duc,TD
CUS_00343,UNIQ_00343,916075,Can Tho,CT
CUS_00344,UNIQ_00344,826136,Thanh Hoa,TH
CUS_00345,UNIQ_00345,705342,Bien Hoa,BH
CUS_00346,UNIQ_00346,964556,Ho Chi Minh,HCM
CUS_00347,UNIQ_00347,709016,Bien Hoa,BH
CUS_00348,UNIQ_00348,862155,Ha Noi,HN
CUS_00349,UNIQ_00349,715886,Can Tho,CT
CUS_00350,UNIQ_00350,966015,Ha Noi,HN
CUS_00351,UNIQ_00351,962620,Ha Noi,HN
CUS_00352,UNIQ_00352,754565,Vinh,VINH
CUS_00353,UNIQ_00353,781403,Ha Noi,HN
CUS_00354,UNIQ_00354,781687,Hai Phong,HP
CUS_00355,UNIQ_00355,836151,Can Tho,CT
CUS_00356,UNIQ_00356,760169,Nha Trang,NT
CUS_00357,UNIQ_00357,853325,Buon Ma Thuot,BMT
CUS_00358,UNIQ_00358,716085,Hai Phong,HP
CUS_00359,UNIQ_00359,746040,Vinh,VINH
CUS_00360,UNIQ_00360,727728,Da Nang,DN
CUS_00361,UNIQ_00361,870644,Can Tho,CT
CUS_00362,UNIQ_00362,946685,Ho Chi Minh,HCM
CUS_00363,UNIQ_00363,895067,Hue,HUE
CUS_00364,UNIQ_00364,740898,Buon Ma Thuot,BMT
CUS_00365,UNIQ_00365,717708,Hai Phong,HP
CUS_00366,UNIQ_00366,783246,Da Nang,DN
CUS_00367,UNIQ_00367,770364,Thanh Hoa,TH
CUS_00368,UNIQ_00368,867416,Thu Duc,TD
CUS_00369,UNIQ_00369,904243,Hue,HUE
CUS_00370,UNIQ_00370,771605,Ho Chi Minh,HCM
CUS_00371,UNIQ_00371,773505,Bien Hoa,BH
CUS_00372,UNIQ_00372,816301,Ho Chi Minh,HCM
CUS_00373,UNIQ_00373,791396,Hai Phong,HP
CUS_00374,UNIQ_00374,787919,Buon Ma Thuot,BMT
CUS_00375,UNIQ_00375,938820,Thu Duc,TD
CUS_00376,UNIQ_00376,748088,Thu Duc,TD
CUS_00377,UNIQ_00377,764564,Hai Phong,HP
CUS_00378,UNIQ_00378,871262,Da Nang,DN
CUS_00379,UNIQ_00379,755362,Buon Ma Thuot,BMT
CUS_00380,UNIQ_00380,806353,Thu Duc,TD
CUS_00381,UNIQ_00381,726789,Thu Duc,TD
CUS_00382,UNIQ_00382,958900,Thu Duc,TD
CUS_00383,UNIQ_00383,928303,Ha Noi,HN
CUS_00384,UNIQ_00384,755620,Buon Ma Thuot,BMT
CUS_00385,UNIQ_00385,761637,Vinh,VINH
CUS_00386,UNIQ_00386,869184,Ha Noi,HN
CUS_00387,UNIQ_00387,836792,Ho Chi Minh,HCM
CUS_00388,UNIQ_00388,944127,Ho Chi Minh,HCM
CUS_00389,UNIQ_00389,924457,Hai Phong,HP
CUS_00390,UNIQ_00390,714747,Buon Ma Thuot,BMT
CUS_00391,UNIQ_00391,711856,Can Tho,CT
CUS_00392,UNIQ_00392,751028,Ho Chi Minh,HCM
CUS_00393,UNIQ_00393,949191,Ha Noi,HN
CUS_00394,UNIQ_00394,750667,Thanh Hoa,TH
CUS_00395,UNIQ_00395,709803,Vinh,VINH
CUS_00396,UNIQ_00396,723651,Thu Duc,TD
CUS_00397,UNIQ_00397,973062,Hue,HUE
CUS_00398,UNIQ_00398,742360,Thu Duc,TD
CUS_00399,UNIQ_00399,957204,Hai Phong,HP
CUS_00400,UNIQ_00400,768104,Ho Chi Minh,HCM
CUS_00401,UNIQ_00401,967649,Thanh Hoa,TH
CUS_00402,UNIQ_00402,796841,Hai Phong,HP
CUS_00403,UNIQ_00403,854899,Hue,HUE
CUS_00404,UNIQ_00404,769005,Buon Ma Thuot,BMT
CUS_00405,UNIQ_00405,819704,Hue,HUE
CUS_00406,UNIQ_00406,840253,Da Nang,DN
CUS_00407,UNIQ_00407,843296,Vinh,VINH
CUS_00408,UNIQ_00408,948574,Can Tho,CT
CUS_00409,UNIQ_00409,953331,Thanh Hoa,TH
CUS_00410,UNIQ_00410,825736,Can Tho,CT
CUS_00411,UNIQ_00411,770733,Da Nang,DN
CUS_00412,UNIQ_00412,846824,Buon Ma Thuot,BMT
CUS_00413,UNIQ_00413,808355,Hai Phong,HP
CUS_00414,UNIQ_00414,771873,Thanh Hoa,TH
CUS_00415,UNIQ_00415,789628,Thanh Hoa,TH
CUS_00416,UNIQ_00416,799708,Ha Noi,HN
CUS_00417,UNIQ_00417,721641,Vinh,VINH
CUS_00418,UNIQ_00418,895088,Hai Phong,HP
CUS_00419,UNIQ_00419,960654,Buon Ma Thuot,BMT
CUS_00420,UNIQ_00420,967791,Bien Hoa,BH
CUS_00421,UNIQ_00421,791864,Bien Hoa,BH
CUS_00422,UNIQ_00422,843877,Hai Phong,HP
CUS_00423,UNIQ_00423,729261,Da Nang,DN
CUS_00424,UNIQ_00424,812860,Vinh,VINH
CUS_00425,UNIQ_00425,908534,Ho Chi Minh,HCM
CUS_00426,UNIQ_00426,757817,Da Nang,DN
CUS_00427,UNIQ_00427,760601,Thanh Hoa,TH
CUS_00428,UNIQ_00428,949722,Bien Hoa,BH
CUS_00429,UNIQ_00429,805307,Thu Duc,TD
CUS_00430,UNIQ_00430,707003,Can Tho,CT
CUS_00431,UNIQ_00431,741980,Nha Trang,NT
CUS_00432,UNIQ_00432,756951,Hue,HUE
CUS_00433,UNIQ_00433,797190,Ha Noi,HN
CUS_00434,UNIQ_00434,718048,Hai Phong,HP
CUS_00435,UNIQ_00435,712970,Hai Phong,HP
CUS_00436,UNIQ_00436,815392,Bien Hoa,BH
CUS_00437,UNIQ_00437,770168,Thu Duc,TD
CUS_00438,UNIQ_00438,897116,Da Nang,DN
CUS_00439,UNIQ_00439,778477,Thu Duc,TD
CUS_00440,UNIQ_00440,971299,Nha Trang,NT
CUS_00441,UNIQ_00441,766044,Thanh Hoa,TH
CUS_00442,UNIQ_00442,813002,Vinh,VINH
CUS_00443,UNIQ_00443,961029,Vinh,VINH
CUS_00444,UNIQ_00444,939793,Vinh,VINH
CUS_00445,UNIQ_00445,789167,Thu Duc,TD
CUS_00446,UNIQ_00446,940607,Bien Hoa,BH
CUS_00447,UNIQ_00447,799007,Thu Duc,TD
CUS_00448,UNIQ_00448,971397,Nha Trang,NT
CUS_00449,UNIQ_00449,953700,Can Tho,CT
CUS_00450,UNIQ_00450,764194,Thanh Hoa,TH
CUS_00451,UNIQ_00451,914362,Vinh,VINH
CUS_00452,UNIQ_00452,762432,Vinh,VINH
CUS_00453,UNIQ_00453,839973,Hai Phong,HP
CUS_00454,UNIQ_00454,964912,Buon Ma Thuot,BMT
CUS_00455,UNIQ_00455,733034,Ho Chi Minh,HCM
CUS_00456,UNIQ_00456,961286,Bien Hoa,BH
CUS_00457,UNIQ_00457,753210,Can Tho,CT
CUS_00458,UNIQ_00458,783207,Vinh,VINH
CUS_00459,UNIQ_00459,810145,Ha Noi,HN
CUS_00460,UNIQ_00460,873767,Bien Hoa,BH
CUS_00461,UNIQ_00461,823936,Hue,HUE
CUS_00462,UNIQ_00462,814596,Thu Duc,TD
CUS_00463,UNIQ_00463,776054,Hai Phong,HP
CUS_00464,UNIQ_00464,824766,Can Tho,CT
CUS_00465,UNIQ_00465,770405,Da Nang,DN
CUS_00466,UNIQ_00466,754503,Thanh Hoa,TH
CUS_00467,UNIQ_00467,932608,Hue,HUE
CUS_00468,UNIQ_00468,808933,Buon Ma Thuot,BMT
